SUB_ICB_CODE,SUB_ICB_NAME,ICB_CODE,REGION_CODE,REGION_NAME,Month,Forecast_Appointments,GP_Appointments,Required_GP_FTE,Required_Staff_FTE,Total_FTE
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-08,135813.24274196295,62837.50054809073,119.69047723445853,115.8345114188448,235.52498865330332
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-09,152058.62515085467,70353.84582792601,134.00732538652574,129.69012590941057,263.6974512959363
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-10,184824.70926668186,85513.91996369301,162.883657073701,157.63617349680771,320.5198305705087
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-11,153722.79366079482,71123.81632229201,135.47393585198478,131.10948783889336,266.58342369087813
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-12,138987.53214261646,64306.167431572285,122.48793796489959,118.54184874768917,241.02978671258876
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2027-01,161522.65501190207,74732.62340199955,142.34785409904674,137.76195493635322,280.10980903539996
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-02,325516.0613017232,150608.4036246886,286.8731497613116,277.6312026619597,564.5043524232713
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-03,329871.4213569874,152623.52331651255,290.71147298383346,281.34586990551566,572.0573428893491
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-04,325406.93158737983,150557.9119469522,286.7769751370518,277.53812641337726,564.3151015504291
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-05,320123.68719939573,148113.48263046498,282.12091929612376,273.03207074433453,555.1529900404582
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-06,318673.72092124756,147442.61832475837,280.84308252334927,271.79540094680823,552.6384834701576
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-07,348354.44314945786,161175.17018515687,307.0003241622035,297.1099570861921,604.1102812483956
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-08,301759.5362015089,139616.83440163662,265.9368274316888,257.3693679363052,523.306195367994
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-09,341079.5254177708,157809.24181379224,300.5890320262709,290.9052120698072,591.4942440960781
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-10,419795.12748936546,194229.04586570477,369.96008736324717,358.04139940263605,728.0014867658832
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-11,344281.5262888511,159290.73012398434,303.41091452187493,293.63618438867746,597.0470989105524
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-12,318129.8597495783,147190.98692282077,280.3637846148967,271.3315441694564,551.695328784353
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2027-01,363779.7570466697,168312.0896114319,320.5944564027274,310.2661387860918,630.8605951888192
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-02,107280.8827921452,49636.26812194653,94.54527261323149,91.49938836539474,186.0446609786262
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-03,111121.81467770152,51413.374349520986,97.93023685623045,94.77530210822307,192.70553896445352
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-04,113822.83995369347,52663.07337616907,100.31061595460775,97.07899456749907,197.3896105221068
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-05,111483.00685650247,51580.4892293011,98.24855091295447,95.08336131301805,193.33191222597253
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-06,112090.61909644089,51861.61670766268,98.7840318241194,95.60159109329875,194.38562291741815
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-07,118386.21471434337,54774.43643793096,104.33225988177327,100.97107662922605,205.30333651099932
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-08,105619.31408793555,48867.50049477312,93.08095332337737,90.08224379867053,183.1631971220479
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-09,120701.26464511665,55845.55401348441,106.3724838352084,102.94557243116229,209.3180562663707
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-10,145313.9343117117,67233.24060751624,128.06331544288807,123.93760905427851,252.00092449716658
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-11,124099.82658281918,57417.986372152474,109.36759308981424,105.84419081058209,215.2117839003963
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-12,115682.88054896457,53523.6691440419,101.94984598865125,98.66541492844868,200.61526091709993
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2027-01,135674.33746135034,62773.232436451486,119.56806178371711,115.71603972206168,235.28410150577878
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-02,214267.1281795045,99136.21464733197,188.8308850425371,182.74748179709928,371.5783668396364
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-03,216528.46212819,100182.47913797459,190.82376978661827,184.67616347653242,375.4999332631507
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-04,217472.20206670213,100619.12476771028,191.65547574801957,185.48107507776487,377.1365508257844
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-05,213172.0501164514,98629.54852996343,187.86580672373987,181.81349458172696,369.6793013054668
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-06,215147.39638518798,99543.49344239171,189.60665417598423,183.49825863935916,373.10491281534337
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-07,234480.91712135123,108488.64558903003,206.64503921720006,199.98773259098604,406.63277180818613
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-08,204074.06241949528,94420.12980648749,179.8478662980714,174.05386129048858,353.90172758856
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-09,227134.66897058478,105089.71435905236,200.17088449343308,193.72215017703562,393.8930346704687
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-10,272079.0329951301,125884.38387733896,239.77977881397896,232.0549985996685,471.83477741364743
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-11,226217.8098786219,104665.50584646127,199.36286827897385,192.9401651304137,392.3030334093876
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-12,207119.22356921903,95829.0521733464,182.53152794923125,176.65106570773435,359.1825936569656
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2027-01,233509.3450048009,108039.12268409334,205.78880511255875,199.1590830487422,404.94788816130097
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2026-02,187299.21421732887,86658.81351790966,165.0644067007803,159.7466677768559,324.8110744776362
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2026-03,190350.07779257442,88070.37425905092,167.75309382676366,162.34873576749763,330.1018295942613
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2026-04,185544.88683921567,85847.1286972095,163.51834037563714,158.25040974921617,321.76875012485334
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2026-05,184600.53833971158,85410.20150103084,162.6860980972016,157.44497910901708,320.1310772062187
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2026-06,181671.98281851606,84055.2297364742,160.1051994980461,154.9472271143522,315.0524266123983
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2026-07,192945.72749420977,89271.31855767907,170.04060677653158,164.56255386750905,334.6031606440406
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2026-08,179587.49863024164,83090.7893499646,158.26817019040877,153.16937980996357,311.4375500003723
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2026-09,199888.56044444066,92483.59933757565,176.15923683347742,170.4840652489921,346.6433020824695
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2026-10,234552.7932857792,108521.9009508081,206.708382763444,200.04903545233506,406.75741821577907
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2026-11,201825.88312230105,93379.9516547291,177.86657458043638,172.13639915487613,350.0029737353125
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2026-12,181894.63334545057,84158.2447468356,160.30141856540115,155.1371247597063,315.43854332510745
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2027-01,208523.78227582094,96478.90749462467,183.76934760880889,177.84900758920043,361.61835519800934
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2026-02,219004.33070118117,101328.00360724833,193.0057211566635,186.7878207840204,379.7935419406839
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2026-03,220968.36908397215,102236.71663451608,194.73660311336397,188.46294039596205,383.199543509326
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2026-04,218985.43054481252,101319.25896230651,192.98906469010765,186.7717009246127,379.76076561472036
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2026-05,220738.61717500695,102130.41598655235,194.53412568867114,188.26698601342002,382.80111170209113
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2026-06,220310.461961725,101932.31893131608,194.1567979644116,187.90181433398243,382.058612298394
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2026-07,238783.00209390392,110479.11618941418,210.43641178936036,203.65696175315833,414.0933735425187
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2026-08,214174.2585683282,99093.24612581394,188.7490402396456,182.66827371827662,371.41731395792226
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2026-09,236790.30619520723,109557.14402308843,208.68027432969225,201.95740027320446,410.6376746028967
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2026-10,261967.9389505948,121206.22536541519,230.86900069602893,223.43129140504706,454.300292101076
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2026-11,231551.80202065417,107133.41492058063,204.06364746777263,197.48950333345007,401.5531508012227
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2026-12,212161.05332853692,98161.78478371819,186.97482815946321,180.95121991241066,367.9260480718739
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2027-01,241127.1608718926,111563.70172409977,212.50228899828528,205.65628436157596,418.15857335986124
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2026-02,192719.77749301316,89166.77696042844,169.8414799246256,164.36984211521386,334.21132203983944
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2026-03,194246.39603484713,89873.10641345149,171.18686935895522,165.6718882879296,336.8587576468848
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2026-04,195387.10584753114,90400.8852370227,172.1921623562337,166.64479461985468,338.83695697608835
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2026-05,192900.74135968174,89250.50456195974,170.0009610703995,164.52418539320954,334.5251464636091
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2026-06,190616.16905543517,88193.4882465994,167.98759666018933,162.57568382354884,330.56328048373814
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2026-07,202230.5696855227,93567.19033355631,178.2232196829644,172.4815545269308,350.7047742098952
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2026-08,183864.92621647674,85069.8515744425,162.0378125227476,156.81757879687976,318.85539131962736
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2026-09,203169.5890736935,94001.65187889292,179.05076548360557,173.28243999174697,352.33320547535254
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2026-10,243542.76363173244,112681.34266014455,214.63112887646582,207.71654122474268,422.3476701012085
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2026-11,200687.10449768207,92853.06634513816,176.86298351454886,171.1651399246729,348.02812343922176
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2026-12,181447.0765424925,83951.17104560153,159.90699246781244,154.7554055506206,314.662398018433
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2027-01,205276.3338930856,94976.39172068256,180.9074128013001,175.07927328952863,355.9866860908287
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2026-02,63354.75905884737,29312.71374359453,55.83374046398958,54.034992563893404,109.86873302788298
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2026-03,65600.74925020173,30351.879049060204,57.81310295059087,55.95058762085956,113.76369057145043
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2026-04,63230.54363092024,29255.24227127808,55.724270992910625,53.92904977720979,109.65332077012042
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2026-05,61827.8946759473,28606.270545859887,54.48813437306645,52.73273671442446,107.2208710874909
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2026-06,61685.73351976364,28540.496019390626,54.36284956074405,52.61148809583019,106.97433765657425
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2026-07,65896.18094644319,30488.56814505482,58.073463133437755,56.20256000220377,114.27602313564152
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2026-08,58439.655416956666,27038.614240808696,51.50212236344514,49.84292250182218,101.34504486526731
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2026-09,66639.9836077881,30832.707635404324,58.728966924579666,56.83694598791077,115.56591291249043
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2026-10,83303.10027516373,38542.328446892374,73.41395894646166,71.0488441718593,144.46280311832095
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2026-11,65025.318959822456,30085.641379911885,57.30598358078454,55.459805682397736,112.76578926318228
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2026-12,59105.5464450944,27346.70590404269,52.08896362674798,50.41085800166938,102.49982162841737
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2027-01,68519.3577635436,31702.248573814337,60.38523537869398,58.439855856713116,118.82509123540709
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2026-02,67695.19045212105,31320.926304809775,59.658907247256714,57.73692721795442,117.39583446521112
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2026-03,66669.36709393754,30846.3026633246,58.754862215856384,56.862007032718964,115.61686924857534
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2026-04,59460.42731297651,27510.90069300313,52.40171560572024,50.71353431741808,103.11524992313832
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2026-05,58838.33057269925,27223.071586879738,51.85346968929474,50.18295077114208,102.03642046043683
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2026-06,58009.97415790632,26839.811121127805,51.123449754529155,49.476449264727805,100.59989901925695
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2026-07,62496.38401730476,28915.56438573787,55.07726549664356,53.30288830407443,108.38015380071799
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2026-08,57432.285865703045,26572.52872918229,50.614340436537695,48.983741486540886,99.59808192307858
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2026-09,64007.77076995088,29614.846458534106,56.40923134958877,54.591943351455214,111.001174701044
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2026-10,76498.89946787096,35394.18940444336,67.41750362751115,65.24557152925017,132.66307515676132
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2026-11,67663.53058712148,31306.278051487065,59.631005812356314,57.709924659737176,117.34093047209349
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2026-12,63360.575929591214,29315.405068911376,55.83886679792643,54.03995374711086,109.87882054503729
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2027-01,72547.50292625687,33565.97385390867,63.93518829315937,61.87544297198127,125.81063126514064
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2026-02,92278.23337371659,42694.905320938604,81.32362918274019,78.70369532186983,160.02732450461002
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2026-03,92918.14167998829,42990.97540758304,81.88757220492008,79.24947027365911,161.1370424785792
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2026-04,91910.00754949411,42524.53614364591,80.99911646408745,78.38963715214001,159.38875361622746
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2026-05,91259.43196545445,42223.53056574113,80.42577250617359,77.83476412652908,158.26053663270267
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2026-06,89931.53668760369,41609.14555758483,79.25551534778063,76.70220814288709,155.95772349066772
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2026-07,95430.44185016713,44153.35589518041,84.10163027653411,81.39219992855037,165.49383020508446
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2026-08,84136.96816610443,38928.138939272525,74.1488360748048,71.76004639179669,145.90888246660148
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2026-09,97756.14058378953,45229.40041409636,86.15123888399306,83.37577804713202,169.52701693112508
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2026-10,117710.97418522024,54462.0189868619,103.73717902259409,100.39516698152119,204.13234600411528
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2026-11,94930.31460393057,43921.95912211893,83.66087451832178,80.96564362192325,164.62651814024503
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2026-12,85138.05588973787,39391.318001288004,75.03108190721524,72.61386966420613,147.64495157142136
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2027-01,98571.11998262384,45606.47165830656,86.86946982534583,84.07087035605919,170.94034018140502
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2026-02,103864.15819486378,48055.43234025283,91.53415683857682,88.5852791343031,180.1194359728799
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2026-03,103196.68535734325,47746.608812099395,90.94592154685598,88.0159945162601,178.96191606311606
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2026-04,100797.59149352346,46636.606142704935,88.8316307480094,85.96981801717227,174.80144876518168
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2026-05,99321.81721358682,45953.801099160206,87.53104971268611,84.71113668956608,172.24218640225217
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2026-06,98557.40464376018,45600.12590294454,86.85738267227532,84.05917260446928,170.9165552767446
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2026-07,106431.28188517338,49243.17834380956,93.79653017868488,90.77476752597433,184.5712977046592
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2026-08,93663.46863700777,43335.820152651104,82.54441933838305,79.88515632437567,162.42957566275874
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2026-09,105012.0494936062,48586.53386362136,92.5457787878502,89.56431052378548,182.11008931163568
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2026-10,124233.98356315559,57480.057560169356,109.4858239241321,105.95861270315275,215.44443662728486
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2026-11,107930.3570910127,49936.76416185477,95.11764602258052,92.0533221097745,187.17096813235503
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2026-12,95835.55466744615,44340.79179144403,84.45865103132196,81.73771885079702,166.19636988211897
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2027-01,112108.18068966329,51869.7420318318,98.79950863206058,95.61656929814524,194.4160779302058
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2026-02,66806.15543571208,30909.591318596315,58.875412035421554,56.978673201771066,115.85408523719262
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2026-03,66287.78572934952,30669.754200727348,58.41857942995685,56.53655798193996,114.9551374118968
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2026-04,67065.95859201738,31029.795951422493,59.10437324080475,57.20025815967443,116.30463140047918
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2026-05,65875.20849937251,30478.864701357492,58.05498038353808,56.184672695261945,114.23965307880002
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2026-06,64021.800972285986,29621.337893604225,56.42159598781757,54.60390964870121,111.02550563651877
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2026-07,69392.26361023955,32106.120983549834,61.15451615914254,59.18435337569797,120.33886953484051
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2026-08,61241.734257081065,28335.068305944624,53.97155867798976,52.23280309704198,106.20436177503174
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2026-09,70286.74747758717,32519.977021222865,61.942813373757836,59.947254692641756,121.89006806639959
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2026-10,85392.1224672343,39508.86845793247,75.25498753891898,72.83056191952672,148.0855494584457
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2026-11,69679.37338049682,32238.959725793702,61.40754233484515,59.42922802333829,120.83677035818343
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2026-12,62973.99708290842,29136.54439229486,55.49817979484735,53.710242366053265,109.20842216090062
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2027-01,71791.21052000856,33216.05566086149,63.26867744925999,61.230404538328685,124.49908198758868
05W,NHS Staffordshire and Stoke-on-Trent ICB - 05W,E54000010,E40000011,Midlands,2026-02,118358.76004342892,54761.73382613991,104.30806443074269,100.94766066236352,205.2557250931062
05W,NHS Staffordshire and Stoke-on-Trent ICB - 05W,E54000010,E40000011,Midlands,2026-03,121380.7366498256,56159.92926589946,106.9712938398085,103.52509108559705,210.49638492540555
05W,NHS Staffordshire and Stoke-on-Trent ICB - 05W,E54000010,E40000011,Midlands,2026-04,118264.64807481512,54718.19049590232,104.22512475409967,100.86739298240128,205.09251773650095
05W,NHS Staffordshire and Stoke-on-Trent ICB - 05W,E54000010,E40000011,Midlands,2026-05,117442.4205073441,54337.765699479634,103.50050609424692,100.166118742642,203.6666248368889
05W,NHS Staffordshire and Stoke-on-Trent ICB - 05W,E54000010,E40000011,Midlands,2026-06,116034.74491024642,53686.46826840204,102.25993955886102,98.96551847911807,201.22545803797908
05W,NHS Staffordshire and Stoke-on-Trent ICB - 05W,E54000010,E40000011,Midlands,2026-07,125008.39611138984,57838.35950438089,110.16830381786836,106.61910572541103,216.7874095432794
05W,NHS Staffordshire and Stoke-on-Trent ICB - 05W,E54000010,E40000011,Midlands,2026-08,110266.09390804537,51017.45305902914,97.1761010648174,94.04546166510514,191.22156272992254
05W,NHS Staffordshire and Stoke-on-Trent ICB - 05W,E54000010,E40000011,Midlands,2026-09,125911.93651030901,58256.40578003147,110.96458243815518,107.38973131790087,218.35431375605606
05W,NHS Staffordshire and Stoke-on-Trent ICB - 05W,E54000010,E40000011,Midlands,2026-10,150928.0578318877,69830.75969073529,133.01097083949577,128.72587006532132,261.7368409048171
05W,NHS Staffordshire and Stoke-on-Trent ICB - 05W,E54000010,E40000011,Midlands,2026-11,121682.71740055489,56299.6484509094,107.23742562077982,103.78264912642142,211.02007474720125
05W,NHS Staffordshire and Stoke-on-Trent ICB - 05W,E54000010,E40000011,Midlands,2026-12,112108.75411199317,51870.007340466225,98.80001398184042,95.6170583675031,194.41707234934353
05W,NHS Staffordshire and Stoke-on-Trent ICB - 05W,E54000010,E40000011,Midlands,2027-01,127917.06773394068,59184.131470252534,112.7316789909572,109.09989883125104,221.83157782220826
09D,NHS Sussex ICB - 09D,E54000053,E40000005,South East,2026-02,134668.70753095415,62307.95180529458,118.68181296246587,114.85834242168187,233.54015538414774
09D,NHS Sussex ICB - 09D,E54000053,E40000005,South East,2026-03,137533.66023999295,63633.496087942476,121.20665921512852,117.3018478603976,238.50850707552613
09D,NHS Sussex ICB - 09D,E54000053,E40000005,South East,2026-04,131257.164743634,60729.513521662986,115.67526385078664,111.94865273328735,227.62391658407398
09D,NHS Sussex ICB - 09D,E54000053,E40000005,South East,2026-05,132646.4720447157,61372.3123867122,116.89964264135656,113.1335867587357,230.03322940009227
09D,NHS Sussex ICB - 09D,E54000053,E40000005,South East,2026-06,131475.07367820115,60830.33471198912,115.86730421331261,112.13450629557467,228.00181050888727
