SUB_ICB_CODE,SUB_ICB_NAME,ICB_CODE,REGION_CODE,REGION_NAME,Month,Forecast_Appointments,GP_Appointments,Required_GP_FTE,Required_Staff_FTE,Total_FTE
09D,NHS Sussex ICB - 09D,E54000053,E40000005,South East,2026-07,140356.76179732688,64939.67685555237,123.69462258200451,119.70965863773733,243.40428121974185
09D,NHS Sussex ICB - 09D,E54000053,E40000005,South East,2026-08,125979.47806705369,58287.65562373799,111.02410594997713,107.44733721161222,218.47144316158935
09D,NHS Sussex ICB - 09D,E54000053,E40000005,South East,2026-09,135589.56107570385,62734.00845451883,119.49334943717872,115.6437343193413,235.13708375652004
09D,NHS Sussex ICB - 09D,E54000053,E40000005,South East,2026-10,166150.49153655025,76873.81136189945,146.42630735599897,141.7090161502394,288.13532350623836
09D,NHS Sussex ICB - 09D,E54000053,E40000005,South East,2026-11,141639.8591914385,65533.33496707342,124.8253999372827,120.80400670534144,245.62940664262413
09D,NHS Sussex ICB - 09D,E54000053,E40000005,South East,2026-12,124215.46928992067,57471.49145401462,109.46950753145641,105.94282196175566,215.41232949321207
09D,NHS Sussex ICB - 09D,E54000053,E40000005,South East,2027-01,145929.7575583437,67518.1671199572,128.60603260944228,124.46284196569286,253.06887457513514
10Q,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,South East,2026-02,359514.04848165676,166338.44949445693,316.8351418942037,306.62793490031726,623.4630767945209
10Q,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,South East,2026-03,369084.1737531545,170766.31484728993,325.26917113769514,314.79025223153116,640.0594233692264
10Q,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,South East,2026-04,355785.0307539631,164613.12323924786,313.54880616999594,303.4474722455798,616.9962784155757
10Q,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,South East,2026-05,351142.61622980045,162465.1903917804,309.45750550815313,299.4879775206668,608.9454830288199
10Q,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,South East,2026-06,347267.0770561579,160672.07220955275,306.04204230390997,296.1825473755638,602.2245896794738
10Q,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,South East,2026-07,366118.6073787484,169394.21905666668,322.6556553460318,312.26093384457425,634.916589190606
10Q,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,South East,2026-08,327284.5831006791,151426.65586038804,288.4317254483582,279.13956704808106,567.5712924964392
10Q,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,South East,2026-09,359963.6277422893,166546.45893791068,317.2313503579251,307.0113790545692,624.2427294124943
10Q,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,South East,2026-10,439795.7419039331,203482.84611274968,387.5863735480946,375.0998345891801,762.6862081372747
10Q,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,South East,2026-11,376973.0077643281,174416.28742354852,332.2214998543781,321.5186037155231,653.7401035699013
10Q,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,South East,2026-12,332557.583612005,153866.3455830615,293.07875349154574,283.6368857602278,576.7156392517736
10Q,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,E54000044,E40000005,South East,2027-01,392371.9141597389,181540.98873783834,345.79235950064447,334.6522625744454,680.4446220750899
10R,NHS Hampshire and Isle Of Wight ICB - 10R,E54000042,E40000005,South East,2026-02,98166.10043363979,45419.0789150258,86.51253126671581,83.72543098192698,170.2379622486428
10R,NHS Hampshire and Isle Of Wight ICB - 10R,E54000042,E40000005,South East,2026-03,100711.8813786738,46596.95014686751,88.75609551784287,85.89671624096238,174.65281175880523
10R,NHS Hampshire and Isle Of Wight ICB - 10R,E54000042,E40000005,South East,2026-04,98280.5024331998,45472.00995153534,86.61335228863875,83.82300393914994,170.43635622778868
10R,NHS Hampshire and Isle Of Wight ICB - 10R,E54000042,E40000005,South East,2026-05,97691.15659899937,45199.333897036406,86.0939693276884,83.3203534951793,169.4143228228677
10R,NHS Hampshire and Isle Of Wight ICB - 10R,E54000042,E40000005,South East,2026-06,97879.19974052062,45286.33690771377,86.25968934802623,83.48073465524897,169.7404240032752
10R,NHS Hampshire and Isle Of Wight ICB - 10R,E54000042,E40000005,South East,2026-07,109467.39239256446,50647.913197499234,96.47221561428425,93.36425269057975,189.836468304864
10R,NHS Hampshire and Isle Of Wight ICB - 10R,E54000042,E40000005,South East,2026-08,97062.22185048235,44908.34100998976,85.53969716188526,82.78393784205176,168.323635003937
10R,NHS Hampshire and Isle Of Wight ICB - 10R,E54000042,E40000005,South East,2026-09,108302.87183500091,50109.117718525275,95.44593851147671,92.37103828012008,187.8169767915968
10R,NHS Hampshire and Isle Of Wight ICB - 10R,E54000042,E40000005,South East,2026-10,127945.44705399896,59197.26189482464,112.7566893234755,109.12410342726082,221.8807927507363
10R,NHS Hampshire and Isle Of Wight ICB - 10R,E54000042,E40000005,South East,2026-11,111833.12664445066,51742.481181800846,98.55710701295399,95.38197692484098,193.93908393779498
10R,NHS Hampshire and Isle Of Wight ICB - 10R,E54000042,E40000005,South East,2026-12,102835.24534463098,47579.37926556644,90.6273890772694,87.70772393502308,178.33511301229248
10R,NHS Hampshire and Isle Of Wight ICB - 10R,E54000042,E40000005,South East,2027-01,124441.76290654474,57576.19203380757,109.66893720725253,106.13582678212249,215.80476398937503
11J,NHS Dorset ICB - 11J,E54000041,E40000006,South West,2026-02,444366.26378231804,205597.5159729174,391.6143161388903,378.998012395874,770.6123285347643
11J,NHS Dorset ICB - 11J,E54000041,E40000006,South West,2026-03,455584.82292618137,210788.0717841107,401.50108911259184,388.5662716540805,790.0673607666723
11J,NHS Dorset ICB - 11J,E54000041,E40000006,South West,2026-04,450578.7232579562,208471.8706221698,397.08927737556155,384.2965914853753,781.3858688609369
11J,NHS Dorset ICB - 11J,E54000041,E40000006,South West,2026-05,438823.55524374015,203033.03887334233,386.7295978539854,374.2706609053934,761.0002587593788
11J,NHS Dorset ICB - 11J,E54000041,E40000006,South West,2026-06,435709.55556148867,201592.2665834707,383.9852696828013,371.6147444095524,755.6000140923536
11J,NHS Dorset ICB - 11J,E54000041,E40000006,South West,2026-07,479228.973923913,221727.64822955293,422.3383775801008,408.73226300692085,831.0706405870217
11J,NHS Dorset ICB - 11J,E54000041,E40000006,South West,2026-08,418405.5551819742,193586.12438864965,368.73547502599934,356.8562393544834,725.5917143804827
11J,NHS Dorset ICB - 11J,E54000041,E40000006,South West,2026-09,475690.7518791671,220090.59851932392,419.22018765585506,405.7145291426082,824.9347167984633
11J,NHS Dorset ICB - 11J,E54000041,E40000006,South West,2026-10,604300.2777374473,279595.1136052625,532.5621211528809,515.4050224320393,1047.9671435849202
11J,NHS Dorset ICB - 11J,E54000041,E40000006,South West,2026-11,485735.2014374003,224737.9222403246,428.07223283871355,414.2813955509138,842.3536283896274
11J,NHS Dorset ICB - 11J,E54000041,E40000006,South West,2026-12,433721.5898442783,200672.4829576417,382.2333008716985,369.9192172803755,752.152518152074
11J,NHS Dorset ICB - 11J,E54000041,E40000006,South West,2027-01,520997.5080618335,241052.9381187809,459.14845355958266,444.3564602270676,903.5049137866503
11M,NHS Gloucestershire ICB - 11M,E54000043,E40000006,South West,2026-02,369286.51154406165,170859.93164628782,325.44748885007203,314.96282523456165,640.4103140846337
11M,NHS Gloucestershire ICB - 11M,E54000043,E40000006,South West,2026-03,370124.8083654029,171247.79129757808,326.186269138244,315.67780486956326,641.8640740078072
11M,NHS Gloucestershire ICB - 11M,E54000043,E40000006,South West,2026-04,368892.12204183935,170677.45716838186,325.0999184159655,314.6264521800913,639.7263705960568
11M,NHS Gloucestershire ICB - 11M,E54000043,E40000006,South West,2026-05,359439.8609988123,166304.12474158464,316.76976141254215,306.5646607257582,623.3344221383004
11M,NHS Gloucestershire ICB - 11M,E54000043,E40000006,South West,2026-06,352837.25180049456,163249.2572578122,310.95096620535656,300.93332467092443,611.884290876281
11M,NHS Gloucestershire ICB - 11M,E54000043,E40000006,South West,2026-07,382465.3150948582,176957.44510393895,337.061800197979,326.20296823955437,663.2647684375333
11M,NHS Gloucestershire ICB - 11M,E54000043,E40000006,South West,2026-08,336834.9814665883,155845.39405142365,296.84836962175933,287.2850593891502,584.1334290109096
11M,NHS Gloucestershire ICB - 11M,E54000043,E40000006,South West,2026-09,366582.5766016763,169608.88638741747,323.0645454998428,312.6566511337442,635.7211966335869
11M,NHS Gloucestershire ICB - 11M,E54000043,E40000006,South West,2026-10,458713.32676121406,212235.55479445364,404.2581996084831,391.23455867739756,795.4927582858807
11M,NHS Gloucestershire ICB - 11M,E54000043,E40000006,South West,2026-11,383616.42117886205,177490.03403064568,338.07625529646793,327.18474150510536,665.2609968015734
11M,NHS Gloucestershire ICB - 11M,E54000043,E40000006,South West,2026-12,342789.3378278585,158600.33063611094,302.09586787830654,292.36350347896445,594.459371357271
11M,NHS Gloucestershire ICB - 11M,E54000043,E40000006,South West,2027-01,403732.0095319783,186797.02993652844,355.80386654576847,344.341237453095,700.1451039988635
11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,E54000036,E40000006,South West,2026-02,334120.063867139,154589.26738292535,294.45574739604825,284.9695182289106,579.4252656249589
11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,E54000036,E40000006,South West,2026-03,340188.8125541462,157397.13052827836,299.80405814910165,290.1455270251871,589.9495851742888
11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,E54000036,E40000006,South West,2026-04,337960.010216501,156365.91762675403,297.8398430985791,288.2445914122968,586.0844345108759
11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,E54000036,E40000006,South West,2026-05,335562.5482313721,155256.66998813613,295.72699045359263,286.1998067352952,581.9267971888878
11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,E54000036,E40000006,South West,2026-06,326174.54703632416,150913.0690378215,287.4534648339457,278.19282221984554,565.6462870537912
11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,E54000036,E40000006,South West,2026-07,356146.03851948335,164780.15279546604,313.8669577056496,303.75537416510684,617.6223318707564
11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,E54000036,E40000006,South West,2026-08,309992.31391587097,143425.94140544644,273.1922693437075,264.39106747686435,537.5833368205718
11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,E54000036,E40000006,South West,2026-09,341515.3720451412,158010.89750018436,300.97313809558926,291.27694372215365,592.250081817743
11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,E54000036,E40000006,South West,2026-10,422870.40723595285,195651.90337842074,372.67029214937287,360.6642918373526,733.3345839867254
11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,E54000036,E40000006,South West,2026-11,352387.1869485828,163041.0231430255,310.554329796239,300.54946635802753,611.1037961542665
11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,E54000036,E40000006,South West,2026-12,312233.1463652123,144462.7203485072,275.16708637810893,266.30226351857954,541.4693498966885
11N,NHS Cornwall and The Isles Of Scilly ICB - 11N,E54000036,E40000006,South West,2027-01,369069.84807108715,170759.68670089872,325.25654609694993,314.7780339209341,640.0345800178841
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2026-02,281431.2962145377,130211.44973123331,248.02180901187296,240.03150235445142,488.05331136632435
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2026-03,286789.0541671496,132690.35467074232,252.74353270617584,244.60111031175762,497.34464301793344
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2026-04,283231.4258581083,131044.32615168235,249.60824028891878,241.56682493083488,491.17506521975366
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2026-05,273144.713988842,126377.44868217311,240.71894987080591,232.9639131851887,473.68286305599463
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2026-06,266027.94526126137,123084.69202758359,234.44703243349255,226.8940527518695,461.3410851853621
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2026-07,289915.53314407484,134136.9008282433,255.4988587204634,247.26767034258975,502.76652906305316
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2026-08,260150.03867184662,120365.12690214347,229.26690838503518,221.88081233286218,451.14772071789736
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2026-09,290768.20826962416,134531.4129729157,256.25031042460137,247.9949131693785,504.24522359397986
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2026-10,383416.1200890827,177397.3595639686,337.89973250279735,327.01390559541915,664.9136380982166
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2026-11,296052.3239842108,136976.24543113462,260.9071341545421,252.50171198900983,513.408846143552
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2026-12,266287.9230988194,123204.97748119787,234.67614758323404,227.11578669463736,461.7919342778714
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2027-01,306073.3071855188,141612.71183670434,269.7384987365797,261.04856404573724,530.787062782317
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2026-02,251287.16854379096,116264.49138762688,221.45617407167026,214.321709771689,435.7778838433593
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2026-03,250611.56839013527,115951.90754699003,220.860776279981,213.7454934018179,434.6062696817989
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2026-04,250304.48069620307,115809.8255029552,220.59014381515274,213.48357967182204,434.0737234869748
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2026-05,245371.0119718233,113527.2289209621,216.24234080183257,209.27584611247812,425.5181869143107
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2026-06,243641.44803100283,112727.0015433878,214.71809817788153,207.80070871050006,422.5188068883816
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2026-07,264253.0306216172,122263.48197921329,232.8828228175491,225.38023594032373,458.26305875787284
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2026-08,229639.45430985626,106248.6179162582,202.3783198404918,195.85847046602868,398.23679030652045
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2026-09,257776.11813672894,119266.77132271005,227.1748025194477,219.85610605399827,447.03090857344597
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2026-10,306730.14773277816,141916.6160614701,270.3173639266097,261.60878043064776,531.9261443572575
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2026-11,256768.2035616772,118800.43364176257,226.28654027002395,218.99646019034068,445.28300046036463
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2026-12,234197.02747809165,108357.29672161647,206.3948508983171,199.74560437535746,406.14045527367455
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2027-01,273119.0955606601,126365.59565545482,240.6963726770568,232.94206334159577,473.63843601865256
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2026-02,243999.91299324637,112892.85460606922,215.0340087734652,208.1064418844082,423.14045065787343
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2026-03,247568.05636315705,114543.74818931441,218.17856797964652,211.14969551403598,429.32826349368247
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2026-04,233634.44213554147,108097.00209896313,205.89905161707262,199.26577783583866,405.16482945291125
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2026-05,237835.0812180292,110040.53614114529,209.60102122122913,202.8484842490221,412.4495054702512
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2026-06,235539.7411657321,108978.5378493564,207.57816733210743,200.89079891488205,408.46896624698945
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2026-07,251254.94183159247,116249.58086782372,221.427773081569,214.29422375201392,435.7219968335829
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2026-08,224164.72220990146,103715.59186971004,197.55350832325723,191.18909577808165,388.7426041013389
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2026-09,248168.45713477608,114821.53909581213,218.70769351583263,211.66177466502214,430.36946818085477
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2026-10,290831.94486574613,134560.90235342743,256.3064806731951,248.0492738290773,504.35575450227236
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2026-11,250118.80615373925,115723.91838573832,220.42651121093013,213.32521867936657,433.7517298902967
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2026-12,228249.06866474595,105605.32012752436,201.15299071909402,194.67261672574858,395.8256074448426
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2027-01,259900.11560162486,120249.49354603638,229.04665437340262,221.66765405648968,450.7143084298923
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2026-02,246033.6076804261,113833.79591959857,216.82627794209253,209.84097104893257,426.6672489910251
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2026-03,247614.26643971255,114565.12847338877,218.21929233026432,211.18910788305362,429.4084002133179
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2026-04,240505.7549207305,111276.19222938192,211.95465186548938,205.12628998626764,417.080941851757
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2026-05,242777.96944726724,112327.49090007124,213.95712552394522,207.0642516622159,421.0213771861611
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2026-06,240359.32242822353,111208.44145896811,211.82560277898688,205.00139836389752,416.8270011428844
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2026-07,259402.0600065943,120019.05527585109,228.60772433495447,221.2428646519734,449.85058898692785
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2026-08,226936.9741735028,104998.24576093047,199.9966585922485,193.55353716281323,393.55019575506174
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2026-09,254494.68038112158,117748.52948852995,224.28291331148563,217.05738236919305,441.34029568067865
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2026-10,308200.13457097585,142596.74339578632,271.6128445634025,262.862525674904,534.4753702383066
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2026-11,262766.74564692995,121575.81389158082,231.57297884110633,224.1125900878558,455.68556892896214
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2026-12,234776.0530102277,108625.19782211582,206.90513870879204,200.2394526795427,407.14459138833473
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2027-01,271226.7315236612,125490.04461336658,239.02865640641255,231.3280744607851,470.35673086719765
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2026-02,477402.83524199214,220882.73805651395,420.72902486955036,407.174757437267,827.9037823068173
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2026-03,490869.3649997932,227113.37546677326,432.5969056509967,418.6603008460634,851.2572064970601
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2026-04,476530.1929664717,220478.98759478258,419.9599763710144,406.4304847169669,826.3904610879813
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2026-05,466795.7470610298,215975.09506141057,411.38113345030587,398.1280190470146,809.5091524973204
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2026-06,458505.7331703854,212139.50626402968,404.0752500267232,391.0575030259615,795.1327530526847
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2026-07,494837.82510364446,228949.48591459327,436.09425888493956,422.04498283976386,858.1392417247034
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2026-08,437561.0339409814,202448.90082132033,385.6169539453721,373.19386209470014,758.8108160400723
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2026-09,483927.854116987,223901.7063754782,426.4794407151966,412.7399170500139,839.2193577652105
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2026-10,575840.7440170981,266427.5761129978,507.481097358091,491.1320125461911,998.613109904282
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2026-11,504093.6625929193,233231.93791679144,444.25131031769797,429.9392455176633,874.1905558353612
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2026-12,449358.23079373594,207907.17829658347,396.0136729458733,383.25563888436903,779.2693118302423
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2027-01,518501.4833146442,239898.087875513,456.94873881050097,442.22761180814473,899.1763506186458
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2026-02,734809.160822211,339978.4153128189,647.5779339291788,626.7154690625272,1274.293402991706
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2026-03,737377.1214627497,341166.5485529913,649.8410448628406,628.9056712853309,1278.7467161481713
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2026-04,726544.2885983057,336154.458956175,640.2942075355714,619.6663962573504,1259.9606037929218
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2026-05,731119.0410006447,338271.08617739176,644.3258784331272,623.5681822591317,1267.8940606922588
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2026-06,731265.3178031265,338338.7649137989,644.4547903119978,623.6929410941709,1268.1477314061688
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2026-07,789118.7846044577,365106.16386873415,695.4403121309222,673.0359059297199,1368.4762180606422
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2026-08,692295.3935240824,320308.32407603745,610.1110934781666,590.4556657905475,1200.5667592687141
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2026-09,778232.2080110331,360069.2083491913,685.8461111413168,663.7507931140348,1349.5969042553515
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2026-10,895123.3657512972,414151.91810766567,788.8607963955536,763.4467422914787,1552.3075386870323
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2026-11,783807.2985768934,362648.66782910004,690.7593672935238,668.5057630917356,1359.2651303852595
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2026-12,713760.9503461173,330239.9177213818,629.028414707394,608.7635438487865,1237.7919585561804
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2027-01,814557.7579075071,376876.16115766077,717.8593545860205,694.7326932537245,1412.592047839745
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2026-02,394585.6492191149,182565.2303743565,347.74329595115523,336.5403473726324,684.2836433237876
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2026-03,401885.56265394617,185942.7236526353,354.1766164812101,342.7664111131919,696.943027594402
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2026-04,396125.74291477265,183277.79445493643,349.1005608665456,337.8538864441845,686.9544473107301
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2026-05,392286.5999828499,181501.51593291305,345.71717320554865,334.57949849196325,680.2966716975119
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2026-06,384797.4087699269,178036.44840749566,339.117044585706,328.1920005752877,667.3090451609937
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2026-07,421741.4755877586,195129.57402651102,371.67537909811625,359.7014310495993,731.3768101477156
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2026-08,372054.3489254354,172140.54301715057,327.88674860409634,317.323501441722,645.2102500458184
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2026-09,408054.2352259452,188796.81916127758,359.612988878624,348.0276445470915,707.6406334257155
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2026-10,494555.6903559757,228818.94899489867,435.8456171331403,421.804351366789,857.6499684999293
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2026-11,416578.7873123292,192740.92310567797,367.125567820339,355.2981971534147,722.4237649737537
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2026-12,380377.0836383382,175991.2709471012,335.221468470669,324.42192490672545,659.6433933773944
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2027-01,435489.50233152846,201490.4532795611,383.79133958011636,371.42706198724983,755.2184015673662
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2026-02,520706.3709900287,240918.23604157727,458.8918781744329,444.10815071182776,903.0000288862607
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2026-03,527123.6969082083,243887.3774357419,464.54738559188934,449.58145948010554,914.1288450719949
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2026-04,517883.16828159295,239612.00847380055,456.403825664382,441.7002536631625,898.1040793275445
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2026-05,517310.35442788433,239346.98136657837,455.89901212681593,441.2117032719143,897.1107153987302
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2026-06,512896.2768057763,237304.69447762222,452.0089418621376,437.44695607643513,889.4558979385727
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2026-07,560839.678206781,259486.94600913752,494.2608495412143,478.3376701549898,972.5985196962041
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2026-08,490178.86944438104,226793.89988423305,431.9883807318725,418.07138025420323,850.0597609860757
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2026-09,545555.5299720378,252415.34051848215,480.79112479710886,465.30188802151696,946.0930128186258
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2026-10,667194.3708392679,308694.688359295,587.9898825891333,569.047115047576,1157.0369976367092
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2026-11,546234.3404533153,252729.40970001524,481.38935180955286,465.8808424655557,947.2701942751086
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2026-12,496076.8609743755,229522.75782559603,437.1862053820877,423.1017510298088,860.2879564118964
