SUB_ICB_CODE,SUB_ICB_NAME,ICB_CODE,REGION_CODE,REGION_NAME,Month,Appointments
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2025-12,105551
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-01,112472
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2023-08,192439
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2023-09,208482
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2023-10,233400
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2023-11,209483
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2023-12,171122
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2024-01,215317
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2024-02,207858
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2024-03,196322
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2024-04,206687
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2024-05,206225
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2024-06,195031
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2024-07,218794
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2024-08,190567
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2024-09,205214
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2024-10,260178
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2024-11,213582
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2024-12,193754
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2025-01,219673
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2025-02,198746
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2025-03,214145
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2025-04,205971
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2025-05,198463
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2025-06,213004
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2025-07,226195
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2025-08,188247
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2025-09,221590
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2025-10,266923
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2025-11,210352
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2025-12,213674
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-01,219001
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2023-08,172337
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2023-09,185053
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2023-10,198487
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2023-11,188332
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2023-12,152648
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2024-01,190022
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2024-02,177940
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2024-03,171469
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2024-04,178811
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2024-05,174587
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2024-06,161453
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2024-07,177066
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2024-08,164048
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2024-09,180277
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2024-10,223267
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2024-11,188415
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2024-12,169410
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2025-01,196298
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2025-02,176709
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2025-03,188669
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2025-04,172724
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2025-05,175093
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2025-06,182355
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2025-07,188341
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2025-08,165256
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2025-09,192557
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2025-10,232090
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2025-11,187118
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2025-12,184982
03W,NHS Leicester Leicestershire and Rutland ICB - 03W,E54000015,E40000011,Midlands,2026-01,196225
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2023-08,189369
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2023-09,199966
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2023-10,209705
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2023-11,203815
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2023-12,164320
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2024-01,202618
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2024-02,195060
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2024-03,190379
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2024-04,198388
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2024-05,203051
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2024-06,193830
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2024-07,218016
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2024-08,194376
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2024-09,210773
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2024-10,244949
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2024-11,214391
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2024-12,196695
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2025-01,229919
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2025-02,207436
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2025-03,216041
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2025-04,206249
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2025-05,205917
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2025-06,214271
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2025-07,226337
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2025-08,193954
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2025-09,228736
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2025-10,254517
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2025-11,211101
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2025-12,213418
04C,NHS Leicester Leicestershire and Rutland ICB - 04C,E54000015,E40000011,Midlands,2026-01,224522
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2023-08,193593
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2023-09,215502
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2023-10,224577
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2023-11,210526
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2023-12,173856
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2024-01,209409
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2024-02,201189
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2024-03,192198
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2024-04,206671
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2024-05,201635
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2024-06,188221
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2024-07,204823
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2024-08,186095
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2024-09,194677
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2024-10,257875
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2024-11,201206
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2024-12,183211
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2025-01,209084
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2025-02,187115
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2025-03,199236
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2025-04,186996
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2025-05,187036
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2025-06,195903
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2025-07,202682
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2025-08,177377
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2025-09,205416
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2025-10,255690
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2025-11,196325
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2025-12,192856
04V,NHS Leicester Leicestershire and Rutland ICB - 04V,E54000015,E40000011,Midlands,2026-01,203517
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2023-08,60053
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2023-09,68029
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2023-10,75137
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2023-11,65418
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2023-12,53366
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2024-01,69124
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2024-02,63082
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2024-03,62521
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2024-04,63112
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2024-05,61436
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2024-06,58283
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2024-07,62354
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2024-08,56433
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2024-09,62376
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2024-10,83081
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2024-11,62759
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2024-12,57774
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2025-01,69001
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2025-02,61566
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2025-03,66517
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2025-04,61297
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2025-05,60212
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2025-06,63054
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2025-07,67268
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2025-08,55097
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2025-09,65227
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2025-10,86175
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2025-11,62722
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2025-12,62258
04Y,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,E54000010,E40000011,Midlands,2026-01,63075
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2023-08,62261
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2023-09,65840
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2023-10,71763
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2023-11,70486
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2023-12,58032
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2024-01,73360
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2024-02,68198
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2024-03,65136
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2024-04,56273
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2024-05,55309
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2024-06,51539
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2024-07,56974
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2024-08,50359
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2024-09,57508
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2024-10,79454
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2024-11,67171
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2024-12,63609
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2025-01,72250
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2025-02,64740
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2025-03,66265
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2025-04,61709
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2025-05,62503
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2025-06,65449
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2025-07,68962
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2025-08,58977
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2025-09,67843
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2025-10,79993
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2025-11,65042
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2025-12,67718
05D,NHS Staffordshire and Stoke-on-Trent ICB - 05D,E54000010,E40000011,Midlands,2026-01,70237
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2023-08,90302
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2023-09,105545
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2023-10,112688
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2023-11,100131
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2023-12,83280
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2024-01,107070
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2024-02,97440
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2024-03,93134
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2024-04,97474
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2024-05,97223
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2024-06,91480
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2024-07,98096
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2024-08,87833
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2024-09,97551
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2024-10,123253
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2024-11,98206
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2024-12,88280
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2025-01,100214
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2025-02,90628
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2025-03,97344
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2025-04,89705
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2025-05,88662
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2025-06,92891
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2025-07,96990
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2025-08,82384
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2025-09,96724
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2025-10,125984
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2025-11,94553
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2025-12,91948
05G,NHS Staffordshire and Stoke-on-Trent ICB - 05G,E54000010,E40000011,Midlands,2026-01,95862
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2023-08,89790
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2023-09,98810
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2023-10,105601
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2023-11,99236
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2023-12,80938
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2024-01,105758
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2024-02,101348
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2024-03,95297
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2024-04,98182
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2024-05,96414
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2024-06,90747
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2024-07,99429
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2024-08,87017
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2024-09,95797
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2024-10,122139
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2024-11,104681
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2024-12,90411
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2025-01,108368
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2025-02,97508
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2025-03,102142
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2025-04,94838
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2025-05,93790
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2025-06,97868
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2025-07,104318
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2025-08,88427
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2025-09,102644
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2025-10,123568
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2025-11,101723
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2025-12,99588
05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,E54000010,E40000011,Midlands,2026-01,103574
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2023-08,61851
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2023-09,73068
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2023-10,76385
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2023-11,69773
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2023-12,57031
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2024-01,71635
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2024-02,67980
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2024-03,64366
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2024-04,68116
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2024-05,66982
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2024-06,62469
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2024-07,67648
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2024-08,58702
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2024-09,63389
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2024-10,85082
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2024-11,66938
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2024-12,60037
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2025-01,71276
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2025-02,62709
05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V,E54000010,E40000011,Midlands,2025-03,66967
