SUB_ICB_CODE,SUB_ICB_NAME,ICB_CODE,REGION_CODE,REGION_NAME,Month,Appointments
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2025-01,299401
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2025-02,265935
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2025-03,281858
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2025-04,267154
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2025-05,261638
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2025-06,268689
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2025-07,288684
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2025-08,242969
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2025-09,284037
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2025-10,380591
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2025-11,270464
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2025-12,270501
11X,NHS Somerset ICB - 11X,E54000038,E40000006,South West,2026-01,286434
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2023-08,222939
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2023-09,243080
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2023-10,262133
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2023-11,244814
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2023-12,202697
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2024-01,252430
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2024-02,241516
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2024-03,233079
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2024-04,241439
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2024-05,240235
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2024-06,224603
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2024-07,247164
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2024-08,212074
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2024-09,231088
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2024-10,297293
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2024-11,240529
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2024-12,217378
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2025-01,264508
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2025-02,240269
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2025-03,247236
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2025-04,238580
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2025-05,230469
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2025-06,242434
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2025-07,259533
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2025-08,216756
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2025-09,256953
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2025-10,309758
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2025-11,243541
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2025-12,243615
13T,NHS North East and North Cumbria ICB - 13T,E54000050,E40000012,North East and Yorkshire,2026-01,258350
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2023-08,223833
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2023-09,238339
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2023-10,270569
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2023-11,250516
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2023-12,208828
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2024-01,259865
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2024-02,241409
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2024-03,235301
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2024-04,237900
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2024-05,238573
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2024-06,222222
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2024-07,241799
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2024-08,219975
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2024-09,240304
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2024-10,295858
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2024-11,250082
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2024-12,228448
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2025-01,261152
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2025-02,238461
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2025-03,251807
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2025-04,222104
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2025-05,229954
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2025-06,241828
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2025-07,253939
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2025-08,214400
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2025-09,251074
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2025-10,290567
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2025-11,236338
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2025-12,234370
14Y,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,E54000044,E40000005,South East,2026-01,245775
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2023-08,212630
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2023-09,229199
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2023-10,251230
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2023-11,237936
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2023-12,194300
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2024-01,243173
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2024-02,231634
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2024-03,219708
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2024-04,225617
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2024-05,228294
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2024-06,212203
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2024-07,234773
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2024-08,204068
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2024-09,221922
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2024-10,292555
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2024-11,243670
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2024-12,215602
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2025-01,256166
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2025-02,227633
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2025-03,242000
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2025-04,223524
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2025-05,225231
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2025-06,236277
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2025-07,249628
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2025-08,205580
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2025-09,245782
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2025-10,299142
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2025-11,239194
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2025-12,232569
15A,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,E54000044,E40000005,South East,2026-01,245129
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2023-08,422106
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2023-09,450222
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2023-10,506013
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2023-11,479803
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2023-12,386072
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2024-01,484244
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2024-02,461913
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2024-03,456305
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2024-04,461611
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2024-05,449680
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2024-06,417574
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2024-07,455893
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2024-08,412581
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2024-09,443370
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2024-10,549126
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2024-11,480080
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2024-12,429040
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2025-01,502547
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2025-02,452218
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2025-03,483161
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2025-04,451054
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2025-05,444360
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2025-06,459974
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2025-07,491443
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2025-08,405105
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2025-09,476420
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2025-10,574204
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2025-11,468752
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2025-12,456201
15C,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,E54000039,E40000006,South West,2026-01,482780
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2023-08,663099
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2023-09,717642
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2023-10,769540
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2023-11,726001
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2023-12,597294
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2024-01,751498
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2024-02,707335
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2024-03,681617
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2024-04,701296
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2024-05,706344
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2024-06,666812
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2024-07,735526
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2024-08,643005
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2024-09,701749
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2024-10,849876
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2024-11,729564
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2024-12,661609
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2025-01,767115
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2025-02,698014
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2025-03,727947
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2025-04,688607
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2025-05,692481
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2025-06,731255
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2025-07,773790
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2025-08,652120
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2025-09,779944
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2025-10,908571
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2025-11,761017
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2025-12,756023
15E,NHS Birmingham and Solihull ICB - 15E,E54000055,E40000011,Midlands,2026-01,785659
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2023-08,372479
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2023-09,393727
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2023-10,451829
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2023-11,404426
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2023-12,337269
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2024-01,419322
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2024-02,388291
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2024-03,378904
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2024-04,393269
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2024-05,387759
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2024-06,360066
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2024-07,405268
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2024-08,357284
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2024-09,379544
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2024-10,482876
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2024-11,400737
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2024-12,363083
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2025-01,418274
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2025-02,382680
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2025-03,406094
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2025-04,380812
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2025-05,378816
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2025-06,391580
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2025-07,418733
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2025-08,352662
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2025-09,413284
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2025-10,503006
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2025-11,406558
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2025-12,405075
15F,NHS West Yorkshire ICB - 15F,E54000054,E40000012,North East and Yorkshire,2026-01,429113
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2023-08,505997
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2023-09,570887
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2023-10,612062
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2023-11,553307
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2023-12,460767
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2024-01,577696
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2024-02,531633
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2024-03,511700
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2024-04,524118
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2024-05,527034
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2024-06,493437
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2024-07,556008
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2024-08,486253
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2024-09,514159
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2024-10,689558
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2024-11,540197
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2024-12,485215
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2025-01,566485
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2025-02,505454
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2025-03,538095
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2025-04,507335
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2025-05,503289
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2025-06,528014
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2025-07,560971
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2025-08,470189
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2025-09,542578
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2025-10,688595
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2025-11,536118
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2025-12,533755
15M,NHS Derby and Derbyshire ICB - 15M,E54000058,E40000011,Midlands,2026-01,562591
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2023-08,658184
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2023-09,709437
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2023-10,815710
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2023-11,734858
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2023-12,589994
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2024-01,752969
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2024-02,702679
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2024-03,672425
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2024-04,685249
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2024-05,684393
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2024-06,623786
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2024-07,701028
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2024-08,615260
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2024-09,663897
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2024-10,871413
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2024-11,698842
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2024-12,622852
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2025-01,763867
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2025-02,697057
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2025-03,737072
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2025-04,698798
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2025-05,683169
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2025-06,713624
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2025-07,762227
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2025-08,629900
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2025-09,741284
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2025-10,934488
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2025-11,731094
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2025-12,719976
15N,NHS Devon ICB - 15N,E54000037,E40000006,South West,2026-01,782142
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2023-08,314547
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2023-09,355966
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2023-10,372816
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2023-11,344567
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2023-12,281311
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2024-01,359838
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2024-02,338237
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2024-03,328030
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2024-04,337849
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2024-05,330955
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2024-06,310056
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2024-07,351690
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2024-08,306440
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2024-09,328907
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2024-10,434104
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2024-11,347229
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2024-12,311540
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2025-01,368368
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2025-02,327855
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2025-03,343885
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2025-04,318574
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2025-05,322775
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2025-06,337978
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2025-07,360607
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2025-08,297177
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2025-09,353895
16C,NHS North East and North Cumbria ICB - 16C,E54000050,E40000012,North East and Yorkshire,2025-10,430283
