SUB_ICB_CODE,SUB_ICB_NAME,ICB_CODE,REGION_CODE,REGION_NAME,Month,Forecast_Appointments,Staff_Appointments,Required_Staff_FTE
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-04,498138.6237695516,267661.9381961434,424.8602193589578
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-05,501086.16023747,269245.7208748217,427.3741601187646
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-06,491635.02771559294,264167.39864031755,419.31333117510724
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-07,543670.4623941142,292127.2970226906,463.694122258239
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-08,475131.4543704319,255299.62927262526,405.23750678194483
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-09,543435.4969500742,292001.04440311866,463.49372127479154
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-10,646683.2305258041,347478.55039153923,551.5532545897448
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-11,538383.6442371747,289286.56167864375,459.18501853752974
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-12,498706.1591176616,267966.88867382455,425.3442677362294
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2027-01,570843.2840991194,306727.91174471745,486.8697011820912
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-02,480797.70731987245,258344.24411353047,410.0702287516357
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-03,487706.70010679134,262056.61314513843,415.9628780081562
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-04,475807.6438331907,255662.9622356873,405.81422577093224
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-05,478522.03063596674,257121.4679567397,408.1293142170472
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-06,472657.46887843683,253970.2969939002,403.1274555458733
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-07,504251.10988486157,270946.32491653104,430.0735316135413
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-08,455936.64141984313,244985.79173321006,388.86633608446044
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-09,500631.3165063005,269001.32233021595,426.9862259209777
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-10,619365.6427682933,332800.1493659621,528.2542053427969
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-11,507822.144926184,272865.1284682285,433.11925153687065
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-12,454297.26546010206,244104.91535487195,387.4681196109079
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2027-01,539609.3063508383,289945.1395950363,460.2303803095814
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-02,430484.71709975513,231309.85682419987,367.15850289555533
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-03,440102.7816083409,236477.87565514795,375.36170738912375
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-04,435054.4059419515,233765.2612319123,371.0559702093846
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-05,425347.9518654468,228549.74854697142,362.77737864598635
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-06,417739.1855955048,224461.37428744748,356.2878956943611
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-07,468581.4847976158,251780.17210281387,399.6510668298633
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-08,403346.3368593663,216727.7483346425,344.012298943877
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-09,449436.3882587373,241493.04839461664,383.32229903907404
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-10,561337.8307239357,301620.4016010918,478.7625422239552
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-11,458696.2124952121,246468.57605744866,391.21996199595026
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-12,411493.88264585496,221105.62186761765,350.96130455177405
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2027-01,473833.91789343604,254602.43152135517,404.1308436846908
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-02,737903.430290388,396493.3713802512,629.3545577464305
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-03,746371.4265791161,401043.4307234257,636.5768741641677
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-04,720718.3988568933,387259.4380894675,614.6975207769326
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-05,726219.5110449565,390215.3188026495,619.3893949248405
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-06,711850.2498605236,382494.36701222736,607.1339158924244
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-07,753479.1391412852,404862.5766995694,642.6390106342371
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-08,683488.3083911208,367254.80946244404,582.9441420038794
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-09,760523.8000306827,408647.84348599514,648.6473706126907
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-10,881067.827696689,473419.0668833987,751.4588363228551
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-11,765322.1220032595,411226.0980078995,652.7398381077769
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-12,691273.3595662306,371437.90586785355,589.5839775680215
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2027-01,796092.5144815485,427759.7745726081,678.98376916287
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-02,401681.7404403417,215833.3203931613,342.59257205263697
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-03,411042.0603862548,220862.84683280988,350.5759473536665
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-04,401018.13978563977,215476.7517013348,342.0265900021187
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-05,402856.91496437584,216464.7701057763,343.5948731837719
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-06,398866.6450040001,214320.70148600568,340.1915896603265
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-07,441018.29649133456,236969.80395850886,376.14254596588705
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-08,385693.4545478253,207242.42744444517,328.9562340388019
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-09,429002.44584311504,230513.39660498936,365.89428032537995
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-10,521930.7276122744,280446.01139271044,445.15239903604834
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-11,430943.6900864702,231556.47411774396,367.5499589170539
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-12,394359.47608027625,211898.89054355712,336.3474453072335
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2027-01,454201.79216842895,244053.61524467007,387.38669086455565
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-02,321823.2956912749,172923.44534449742,274.48165927698005
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-03,322530.23834598763,173303.30274186612,275.0846075267716
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-04,318267.9026839168,171013.04663620784,271.4492803749331
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-05,313809.6475032541,168617.51823168644,267.6468543360102
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-06,311517.3655578473,167385.8196660208,265.69177724765206
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-07,337346.8088079868,181264.60463262876,287.7215946549663
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-08,290556.6217485492,156123.10473824796,247.81445196547295
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-09,322518.868994962,173297.19371440602,275.0749106577873
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-10,385387.6529189732,207078.1128284399,328.6954171879998
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-11,327927.81691469345,176203.55233571035,279.6881783106514
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-12,295967.5783262868,159030.54266011133,252.42943279382752
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2027-01,344393.96591373335,185051.21269651072,293.7320836452551
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-02,828617.2327296658,445236.0928305595,706.723956873904
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-03,836434.6904116676,449436.60203640437,713.3914318038164
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-04,814016.0390623383,437390.5181039907,694.2706636571281
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-05,802648.1261993698,431282.26340347854,684.5750212753628
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-06,793577.7145450651,426408.5117050934,676.8389074684022
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-07,850184.9458876535,456824.94707888225,725.1189636172734
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-08,746734.2579743448,401238.3888131044,636.886331449372
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-09,844906.9001852485,453988.9253869624,720.6173418840673
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-10,1004979.6568762137,539999.8915394776,857.1426849832978
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-11,842545.4901329129,452720.082616448,718.6033057403937
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-12,755891.360029386,406158.7213618331,644.6963831140208
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2027-01,880446.7067507115,473085.32356713765,750.9290850272026
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-02,505183.6955170803,271447.4257465864,430.86892975648635
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-03,500527.6858986603,268945.6390967266,426.89783983607396
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-04,487587.1064790513,261992.35259462224,415.860877134321
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-05,488496.8319195204,262481.1700904022,416.63677792127334
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-06,485797.70164233714,261030.8620697798,414.33470169806316
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-07,511092.7790506158,274622.5193371623,435.9087608526386
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-08,455478.27064474585,244739.49802254257,388.4753936865755
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-09,514501.00124854856,276453.8396078102,438.8156184250955
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-10,617266.4679061178,331672.21190957556,526.4638284278977
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-11,520879.1717899713,279880.9850002793,444.2555317464751
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-12,474069.08830467623,254728.79427476428,404.3314194837528
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2027-01,549585.2410865431,295305.45075997064,468.7388107301121
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-02,494866.17625671317,265903.57294973225,422.0691634122734
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-03,499331.370882731,268302.83008618717,425.877508073313
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-04,489823.6367240177,263194.0944223729,417.7684038450363
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-05,487923.41324337083,262173.0583581807,416.1477116796519
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-06,480174.3318149942,258009.2893682086,409.53855455271207
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-07,523979.6140152902,281546.9276429401,446.89988514752395
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-08,447710.50781053776,240565.69106110136,381.85030327158944
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-09,509301.0773611967,273659.7946577745,434.3806264409119
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-10,629481.7058991258,338235.7549088999,536.8821506490475
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-11,517439.25298516307,278032.6333756555,441.3216402788183
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-12,460902.9147065819,247654.2905608681,393.10204850931444
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2027-01,541548.1432061137,290986.9235599135,461.8840056506564
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-02,700063.2971881616,376160.95208078425,597.0808763187051
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-03,708876.0797346947,380896.2734245824,604.597259404099
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-04,681052.2759992504,365945.8703029336,580.8664607983073
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-05,693643.4608304836,372711.4186368706,591.6054264077311
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-06,690967.8833627012,371273.7661107499,589.3234382710316
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-07,748432.7477109814,402151.0284544038,638.3349658006409
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-08,648568.9339552002,348491.78448078904,553.1615626679192
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-09,733918.1565204731,394351.9873345299,625.9555354516348
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-10,841360.979176399,452083.616212707,717.5930416074715
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-11,745796.6961360982,400734.6141471193,636.0866891224116
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-12,671279.6827594135,360694.81944487494,572.5314594363094
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2027-01,776629.8333765763,417302.00499106233,662.3841349064481
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-02,280157.64575690625,150535.48326831358,238.94521153700566
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-03,287538.75253559294,154501.53057351097,245.24052471985868
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-04,274824.0828907552,147669.6308607207,234.39623946146142
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-05,279135.64875760535,149986.33954684605,238.07355483626358
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-06,275387.2764077023,147972.24836743966,234.8765847102217
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-07,290357.82261201297,156016.28515097254,247.6448970650358
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-08,263802.6312418291,141747.53815535485,224.99609231008705
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-09,292428.5212364015,157128.92163563173,249.41098672322497
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-10,353391.8862302683,189886.01304472136,301.40636991225614
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-11,297969.02431699313,160105.9680286834,254.13645718838634
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-12,263996.4001478224,141851.654878021,225.16135694923972
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2027-01,306996.94004476466,164956.88563728196,261.8363264083841
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-02,107085.47204320274,57539.61574558107,91.33272340568423
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-03,109687.39890374383,58937.69401798426,93.55189526664168
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-04,108880.3828374665,58504.06475466669,92.86359484867728
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-05,105489.45805167798,56682.03880218528,89.97149016219885
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-06,104871.2299461597,56349.849879113724,89.44420615732338
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-07,114618.25714998438,61587.163487289545,97.75740236077705
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-08,99005.54408297,53198.07490709831,84.44138874142588
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-09,112385.23180919996,60387.30492937944,95.85286496726896
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-10,139000.8592274687,74688.5256762692,118.55321535915746
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-11,110588.10628061037,59421.665889940916,94.32010458720781
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-12,101840.35320009329,54721.28645203633,86.85918484450211
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2027-01,120285.46854786151,64632.29332573551,102.59094178688176
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-02,990806.7833104202,532384.4635694029,845.0547040784173
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-03,993301.5169467155,533724.9443281944,847.1824513145942
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-04,963857.59410333,517904.01200072205,822.0698603186064
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-05,983931.0151147224,528689.9469147392,839.1903919281575
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-06,984797.2349499947,529155.387795951,839.9291869776999
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-07,1070778.4191946716,575355.1589543838,913.2621570704505
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-08,926637.2823906223,497904.6377343797,790.3248218006026
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-09,1044277.7523686782,561115.7093159292,890.6598560570305
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-10,1183683.2847874095,636021.6756915156,1009.5582153833581
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-11,1043682.24512704,560795.7288628967,890.1519505760265
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-12,940450.2638802299,505326.6869820329,802.1058523524332
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2027-01,1081060.6939753515,580880.0740393368,922.0318635545028
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-02,452086.80563372123,242917.1817939676,385.58282824439306
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-03,449884.79509142175,241733.98823788454,383.70474323473735
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-04,446665.30373068573,240004.0776136102,380.9588533549368
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-05,444520.5619654335,238851.65595741835,379.12961263082275
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-06,444260.5944509859,238711.9691203317,378.90788749258996
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-07,471359.3111932958,253272.76545245963,402.0202626229518
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-08,420260.7791890979,225816.28755134315,358.43855166879865
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-09,473274.73552437953,254301.96930147315,403.65391952614783
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-10,565991.4019669595,304120.8780528391,482.73155246482395
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-11,478352.526729153,257030.38940537933,407.9847450879037
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-12,432463.02874866733,232372.85155104284,368.84579611276644
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2027-01,494119.931240713,265502.5974424722,421.43269435313044
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-02,623049.4991254539,334779.5745410915,531.3961500652247
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-03,624528.1069134325,335574.0662899292,532.6572480792527
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-04,618166.288150578,332155.70710382046,527.2312811171753
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-05,612756.142750225,329248.70504719747,522.6169921384087
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-06,620977.4929620082,333666.2354840527,529.628945212782
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-07,660734.9009666488,355028.8529892955,563.5378618877706
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-08,586430.2787346795,315103.1811892666,500.16377966550255
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-09,658172.9029854987,353652.22947012325,561.3527451906718
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-10,790633.4238396112,424826.4730531393,674.327735004983
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-11,664975.748854348,357307.5631937499,567.1548622123015
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-12,604715.3556574284,324928.19554405136,515.7590405461133
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2027-01,695170.4691511552,373531.9171632842,592.907805021086
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-02,360740.0619228148,193834.36568035773,307.67359631802816
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-03,347064.0200598566,186485.89740823186,296.0093609654474
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-04,349803.33275673183,187957.79641542496,298.34570859591264
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-05,348514.1440437322,187265.0841197775,297.2461652694881
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-06,324866.5778543346,174558.67450235356,277.0772611148469
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-07,362694.08609758306,194884.31015955264,309.3401748564328
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-08,316239.0570259074,169922.89876328394,269.7188869258475
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-09,346446.75661193073,186154.22681903077,295.48289971274727
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-10,436577.14776449755,234583.46726562787,372.3547099454411
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-11,359414.19405688177,193121.94478815285,306.5427695050045
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-12,323770.8634639771,173969.92064260837,276.1427311787434
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2027-01,376932.80279847403,202535.11723961032,321.48431307874654
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-02,804826.8900117953,432452.96592899726,686.4332792523766
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-03,824369.6397310356,442953.7583147607,703.1012036742234
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-04,801358.6424368755,430589.392570597,683.4752263025349
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-05,791480.9961446123,425281.8941650403,675.050625658794
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-06,787053.0176302561,422902.6341460626,671.2740224540676
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-07,848030.3979403137,455667.25632373156,723.2813592440184
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-08,753216.6897407718,404721.55628503446,642.4151687064038
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-09,838636.9526466421,450619.9308330531,715.2697314810366
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-10,1000925.3541991279,537821.4165913382,853.6847882402194
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-11,855165.2766284274,459500.99931680324,729.3666655822274
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-12,759362.4732719628,408023.8345128186,647.6568801790771
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2027-01,893430.0927690853,480061.61109073734,762.0025572868847
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-02,253156.12902592393,136026.91485464686,215.91573786451883
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-03,247035.66182899897,132738.23970595427,210.6956185808798
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-04,249130.6187497857,133863.9107603526,212.4823980323057
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-05,244060.75447265344,131139.74998651067,208.1583333119217
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-06,239626.02655875523,128756.86335181425,204.37597357430832
