SUB_ICB_CODE,SUB_ICB_NAME,ICB_CODE,REGION_CODE,REGION_NAME,Month,Forecast_Appointments,Staff_Appointments,Required_Staff_FTE
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-07,258259.75729328571,138769.21783757443,220.26859974218164
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-08,230719.38976029414,123971.11184705228,196.7795426143687
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-09,256009.54040857524,137560.12184705367,218.34939975722804
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-10,306372.56431070063,164621.39344461163,261.3037991184312
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-11,256412.39823090416,137776.5871047084,218.69299540429904
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-12,232284.8332984846,124812.26254602423,198.1147024540067
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2027-01,273086.41279524256,146735.93866437828,232.914188356156
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-02,1246178.497251234,669601.8658190443,1062.8601044746736
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-03,1263802.160807097,679071.4867646815,1077.8912488328278
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-04,1222845.0077395972,657064.2172016719,1042.9590749232887
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-05,1248195.4236778466,670685.6092004768,1064.580332064249
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-06,1246697.9345728902,669880.972063073,1063.303130258846
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-07,1354806.4326522322,727970.284456519,1155.5083880262205
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-08,1173904.750282336,630767.4324478584,1001.2181467426324
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-09,1306766.9587268222,702157.5124945784,1114.5357341183783
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-10,1473767.2507927346,791890.8110600054,1256.969541365088
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-11,1308642.848253516,703165.4733363962,1116.1356719625335
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-12,1177885.5630134165,632906.4194694506,1004.6133642372232
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2027-01,1350039.340747416,725408.8106058332,1151.4425565171955
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-02,249093.00187652025,133843.69830396664,212.45031476820103
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-03,252756.3169055609,135812.08612636864,215.57473988312483
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-04,251763.56066877965,135278.65417426988,214.72802249884109
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-05,251340.84309069705,135051.5177892151,214.3674885543097
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-06,245936.94232355276,132147.87112514395,209.75852559546658
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-07,273296.54901192005,146848.84993918662,233.09341260188353
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-08,235668.35157684167,126630.308802815,201.0004901631984
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-09,265771.5164540647,142805.46782963866,226.6753457613312
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-10,304797.74883079744,163775.20697454346,259.9606459913388
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-11,258072.22152749475,138668.45033198962,220.10865132061843
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-12,239650.92587714558,128770.24235818339,204.39721009235458
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2027-01,271766.656626855,146026.80173517612,231.78857418281925
