GP_CODE,Best_Model,Best_MAPE,Seasonal_Naive,MA_3,MA_6,MA_12,ARIMA,SARIMA,HW_m12_add,HW_m6_add,HW_m12_mul,Simple_ES
E87715,SARIMA,3.567823923185117,7.669722892568383,7.972965158920962,8.361821816885234,8.415289607355318,8.447272955743696,3.567823923185117,11.347960397881565,9.518841441441484,11.286604908171466,8.66259309058863
E87720,Simple_ES,2.3988416488750057,12.038349706416128,5.070747473384191,9.527633818149468,10.680276838347387,3.007796702026136,7.269082984140433,9.614100755225815,6.310237836213322,12.958875402946706,2.3988416488750057
E87722,MA_6,6.903670858499154,16.98516995051623,12.367045656478913,6.903670858499154,8.388959785470673,12.895372184367304,8.849335262381832,10.447075172927631,38.4609392745207,26.6829818228767,9.807339036340155
E87733,Seasonal_Naive,12.554611009503,12.554611009503,16.022996884948267,15.722869236857944,16.21706438672095,16.62586506576425,16.880396374693486,21.708588502498717,21.66417654856305,19.85979011761608,17.730825352593957
E87737,SARIMA,5.567724458575551,9.618233173688058,8.307546428546098,9.07574192902624,9.998803431162848,6.340304843522896,5.567724458575551,7.213241441091061,7.519626155407487,7.986904179156458,9.11947369108403
E87738,SARIMA,4.458178722673736,4.84375176119162,7.756041461966309,6.9233695001373015,7.300661297080782,10.390052966513343,4.458178722673736,8.512343646091002,8.368038756222514,7.409141736878549,7.315893669182951
E87739,Seasonal_Naive,3.4798877196820137,3.4798877196820137,10.580954857255986,9.941017188221506,9.89615669284155,9.536636848788616,5.183993299665166,5.358435544616373,7.559068395755952,5.354677289510898,9.593029776770685
E87740,HW_m6_add,5.451551003890328,6.85319103721239,9.855293010439736,8.43048903530515,7.3112836843637785,9.40070742865774,6.5748728997755705,7.6403080346243675,5.451551003890328,7.129933243399679,8.733548811667129
E87741,ARIMA,6.5055036762356595,8.257192800195044,7.52018490707335,7.835113028714964,9.74596068570265,6.5055036762356595,10.018675835215639,13.208522906487566,11.55201100415341,13.447295430902386,7.76599856992559
E87742,ARIMA,4.647447358712603,11.446821759504727,5.319549876575482,5.374635297927458,5.288648298743886,4.647447358712603,7.602339170144032,8.43997871978759,4.724749083732834,8.290809927907317,5.219410852626849
E87745,HW_m12_mul,5.730415949998765,6.428197322325372,9.23080100128315,8.607696313912237,9.197233071997173,8.754689556933206,6.8851371869778495,6.047231173523648,6.387607875814741,5.730415949998765,10.496983344279537
E87746,MA_3,5.124365878584267,8.525238636964659,5.124365878584267,6.283205637393041,6.380441632191869,7.148076450876846,7.218928892899671,7.716208331244652,7.06612395253168,16.0445156362607,6.709007044993219
E87750,HW_m12_add,6.642039897714016,8.421951620790386,11.869288312691268,11.035821810924794,11.268342760472144,12.41501094153098,9.745428941586926,6.642039897714016,10.004667964279964,6.746103196873392,10.867482526026293
E87751,ARIMA,11.34018897307665,21.200283737714734,12.800224678556086,11.997528806382123,16.42108105847127,11.34018897307665,14.563063116870392,16.869518999991982,12.07723137198975,15.927605777490827,14.631041927957275
E87753,MA_6,15.01772701670502,19.870092571984646,18.91885147286063,15.01772701670502,18.41740976800101,16.187753114434248,18.954235874538963,28.13800678328333,18.63264036354779,28.951586029365068,15.188498939574957
E87754,SARIMA,7.212127571108637,8.65806413448016,11.176120960206347,11.658541961779246,11.635061293561098,11.049377400568403,7.212127571108637,9.142918969599325,8.450024717916893,8.920836381763896,11.170485990644432
E87755,SARIMA,4.735178780853246,22.923255023844828,5.216022088991142,7.6314389938629015,13.94815164756324,5.2361766208279255,4.735178780853246,10.264485881615874,16.82615075934303,8.366416395043197,5.291061910141421
E87756,ARIMA,103.88740488426447,124.54901351101486,112.21975921286476,116.6470723339676,119.80735834475485,103.88740488426447,120.66819277526916,124.43880927237127,130.6005555995852,105.95383677413022,117.54933570107286
E87762,HW_m12_mul,8.200172174694845,13.633812356439496,14.177166600916152,16.048034745736555,14.458405392714868,16.060258447194027,10.537410668184533,8.58532469225916,13.07686184566968,8.200172174694845,17.544613658652274
E87768,SARIMA,5.51962295271356,5.890337030060975,13.106374476585009,14.171614586125452,14.12968028733475,13.352861924141571,5.51962295271356,6.293754438472769,7.811188054663639,6.222094898671571,14.100646389446716
E87772,MA_12,7.258526258198235,11.903457410680742,8.975326591654799,7.920122484261983,7.258526258198235,10.432544504539559,20.736491941859104,23.6769946644652,17.20750373437683,27.31811952967078,9.920515653599011
F82001,HW_m12_add,8.473122537846782,10.98598792189977,13.870264537834117,12.95357322910809,10.447683450669244,15.792527694797418,10.813469597514947,8.473122537846782,12.755498379346552,8.536645665355238,10.299089373661943
F82002,HW_m12_add,9.262411214015023,9.702132493868222,10.712694406784005,12.947986016436044,12.477743912591322,14.199689958286212,12.494940845635067,9.262411214015023,9.942610851011196,9.467085969398108,13.98593630526437
F82003,HW_m12_mul,4.77127931314855,17.208361580660156,12.140586299992705,14.340342371740597,15.701503651430752,12.278632332978443,9.103344324081203,5.475881504737298,6.035020441222642,4.77127931314855,12.455589731950566
F82005,SARIMA,6.548610100190983,7.33972360207434,10.684205210526116,7.94224405007054,8.893745497542065,11.90307027447143,6.548610100190983,8.621677550301692,11.06477373888968,9.103355853247526,8.839319127244917
F82006,HW_m12_add,5.450890417704183,6.878237192646,16.392502531284823,16.429848526255814,12.088800318382702,15.309754485225003,6.631457247353671,5.450890417704183,8.886360388837055,5.503372070686702,12.53970474457424
F82007,HW_m6_add,2.732350657013434,12.855418242123049,9.737320497808836,9.037415419508184,8.901222390227744,9.981061159952102,8.361740120828253,7.779499886021256,2.732350657013434,8.673955836591436,9.41680692299074
F82008,HW_m6_add,9.975381569248542,25.760724780049376,12.401928560058368,11.929309631893135,18.03818807069991,16.3748477649894,15.864390561611497,14.092630952152138,9.975381569248542,14.290157655875893,12.144020525271786
F82009,SARIMA,7.545872983775036,8.667405537640809,10.997705298168748,9.093465356952587,10.637865309277004,12.371841171070034,7.545872983775036,10.318113772842674,13.34097674153969,14.853638224048915,10.31463731806943
F82010,HW_m6_add,4.317015307730835,8.396752141172488,6.738768712248635,6.095112834984415,5.9917143004841416,8.523505394643353,8.870484969558941,7.594405148531392,4.317015307730835,7.581643659902683,5.792694250392838
F82011,HW_m12_add,15.486134816846336,23.007227803606884,26.770430024365293,28.970924467942133,26.297230477706286,27.874502261657824,27.90232234689496,15.486134816846336,36.11722291716501,24.861769713649647,27.74980200581714
F82013,Seasonal_Naive,8.169581677575687,8.169581677575687,9.54512396912025,9.880315456152704,9.767214115925078,9.509599951989593,8.406369412735481,11.27292732941131,9.010463888148063,10.278320919935648,9.208354897501335
F82014,HW_m12_mul,6.636696827031928,11.007275914520154,9.900635511158486,10.564674171257561,11.445731052673926,10.785493632724831,7.52045276202742,6.757226397240107,8.251989245709641,6.636696827031928,10.787656652304316
F82015,HW_m12_add,10.665608786316161,25.621258628442845,13.826486028100696,19.94937439014729,22.314642705146934,15.319990278245571,17.466919378277936,10.665608786316161,13.656710460799212,17.269865190157223,15.944336314154208
F82016,HW_m12_add,4.651879050129968,13.554147030881051,13.603295637847046,12.887651908348182,12.334999070631369,15.71966688448778,11.748877549237092,4.651879050129968,12.08270514230872,20.281620466733063,13.579297601929827
F82017,HW_m12_mul,5.86455372871717,5.946915989107012,11.710209931417255,11.227757179798703,10.857943190438196,13.741804753907033,7.515943292206882,6.370107597695431,6.400840126585816,5.86455372871717,13.802968815206413
F82018,HW_m6_add,4.0423947203192245,7.696106532545775,6.112831225386181,6.594046012538736,6.376089960160079,5.998914888574921,5.460750988918863,5.983683263518954,4.0423947203192245,6.386349328794097,5.808797631540959
F82019,HW_m12_add,7.2173326877602655,14.332740452789535,12.748949259406997,10.864028596789664,13.589083161698639,8.55240735365444,8.28108921170506,7.2173326877602655,12.502653610797,7.520105461660924,12.745328529545722
F82021,HW_m12_mul,7.255517874892019,9.766930609382507,11.492702575144039,11.672947625888604,11.865866156763644,11.911576090219578,8.380198986738113,7.682460580401231,9.075538448124952,7.255517874892019,13.00879316447508
F82022,Seasonal_Naive,6.491767162293669,6.491767162293669,12.303824313961764,12.982481122500486,12.857445982231667,13.103236776794475,9.94420005539856,9.582135768193366,11.290166195891338,9.4134054461092,13.080915061695539
F82023,HW_m6_add,11.140203860576502,11.657030161824826,12.94863119692408,13.095351056301437,14.815233852336007,12.796704018579842,17.45277347072935,17.703942460010104,11.140203860576502,18.47803544131077,12.091132854688123
F82028,HW_m6_add,4.661419923343631,5.394225257272463,10.607521919123746,12.691950443369052,8.127109640900528,9.96438321256377,7.348271853788453,5.9447755483452775,4.661419923343631,8.023585885155187,11.700170228906009
F82030,HW_m12_add,7.507048273625284,7.586674229391416,13.499373636287906,13.211151140304835,13.364503109541628,13.06324549892218,12.247747627704761,7.507048273625284,8.638588647275286,7.548871859195101,13.276853317469856
F82031,HW_m12_add,6.394421965483485,14.353232760822712,14.575201857649281,12.6787039804255,14.220676353573658,14.115469828454838,13.797540466432743,6.394421965483485,10.123642081090068,6.483886676985,15.36865507272289
F82033,SARIMA,8.400345578555674,9.890670724085599,17.713679043826183,16.911722070036316,15.728696323308021,14.132168882098808,8.400345578555674,13.558454270583134,18.725202961553457,12.566715981483641,17.49575398857422
F82034,MA_6,15.804175702379139,22.463902516708355,18.54012720835298,15.804175702379139,18.751175985344982,26.437645086425448,36.344043043919314,42.70432939920314,34.33695450875797,46.345662781791084,26.057969926649783
F82038,Seasonal_Naive,6.097567402273556,6.097567402273556,8.059568599172758,8.056019726884294,8.189650488854948,9.325178164565772,8.488133897516436,9.571344822305305,8.802711769619583,9.68141862826216,8.64680769024218
F82039,MA_12,4.493210402604934,6.59614102764754,6.644000164487997,5.685407210522006,4.493210402604934,5.464803901649481,6.987547999208267,11.327014768962302,5.570673477707789,13.050557566441734,4.677552921698941
F82040,SARIMA,6.38774768142741,6.801063900404928,11.201623980147051,10.163185978761387,10.404552649353734,13.410721130937256,6.38774768142741,9.196192338130311,8.731191535046069,9.075710817512821,11.735996688770198
F82042,Seasonal_Naive,10.009074018554308,10.009074018554308,13.032941155902847,13.06974115951479,12.090392470530166,16.73189857897026,19.168286772501133,21.771805055199554,20.211179696196325,13.584504283431029,17.92374606217112
F82045,Simple_ES,6.501845025227215,6.914838120773655,6.705627083507413,6.516774978060491,6.596247843646596,6.755496695868035,6.6930595247549585,11.803036410845325,8.092780805600459,11.942632797836966,6.501845025227215
F82051,Seasonal_Naive,10.085447131792796,10.085447131792796,14.834810190764209,16.327350560489148,14.321202883992381,15.359007456192622,10.318707300180261,11.027523732378409,11.745484212687808,10.663800699662113,15.373055946472252
F82055,HW_m12_mul,7.293680854652483,7.847201403510555,8.311407384291458,7.772167708770327,7.503440035583428,7.621799537623756,7.310119420110761,9.251807087584037,7.530290863046407,7.293680854652483,7.548610595960163
F82604,HW_m6_add,6.465940182256517,11.176544130222311,9.751492125847031,9.382643460555736,10.172863287517671,10.251737870978728,6.762160093872303,12.65990365645909,6.465940182256517,15.918192140572678,9.469568169497112
F82607,Seasonal_Naive,5.212681060659201,5.212681060659201,12.137626997229301,12.86647563518083,12.364161033349367,11.638513991784361,9.017761830387961,13.527943958208965,12.316606860421324,14.132061678948341,12.142527337411533
F82609,SARIMA,9.748075126232358,12.1033026439407,15.512968989853814,15.425096169749347,13.810869649787708,14.589796861872797,9.748075126232358,14.310387428116304,14.4325376162633,13.779982605905136,14.465764597412726
F82610,Seasonal_Naive,7.21839558135924,7.21839558135924,8.170906385331236,8.164367044486633,8.714032779830786,9.03386691740275,8.145514637230093,12.048710998453819,7.968537502398113,12.26865917086583,8.247809136974567
F82612,Seasonal_Naive,7.645065267627421,7.645065267627421,16.36131809511501,11.345779922894234,7.820553809326637,24.65575223340092,16.547874095738337,11.346014107331692,31.539656596756156,9.237414457762373,23.83523142521522
F82619,SARIMA,8.667589223689118,14.406959009028236,14.154454571658768,11.543920002414646,10.221334212495083,13.442982834841635,8.667589223689118,30.22502021795524,26.459760830221015,28.29089517983046,10.44007300038375
F82624,HW_m6_add,4.576283839076275,28.14017907247756,10.214499665220627,13.094520189135677,20.012443726130456,6.936301954937885,7.599405829070954,6.463224021223011,4.576283839076275,6.950662289674379,9.42186397513921
F82625,Seasonal_Naive,15.497707803459573,15.497707803459573,19.854621361016754,20.157503034453747,19.57838205700247,19.643735531867044,22.146058944865064,18.232981894919398,17.704058114637075,18.27355300182013,19.614224845940097
F82627,SARIMA,15.692881597703071,58.21194192262929,24.188996306939266,25.783289595830674,41.859848222830934,21.00852498983618,15.692881597703071,46.82045861227785,28.489616439115455,45.800751007056775,26.54226818568927
F82630,HW_m12_add,2.9746942213062377,11.496381028788583,5.719004359369507,12.229422623502467,11.645752953306115,10.581383108394968,11.852594990580634,2.9746942213062377,11.672492069426673,3.6018571171248746,10.221865627330294
F82634,HW_m12_add,5.053801538572589,6.053290401731859,9.78796863606722,5.493843953677068,5.391799068858103,18.562114332479705,7.027964407685469,5.053801538572589,8.53901511539043,12.692656519839993,7.822560288508505
