GP_CODE,Month,Total_Appointments,Type
F84686,2023-03-01,2470.0,Historical
F84686,2023-04-01,1410.0,Historical
F84686,2023-05-01,2002.0,Historical
F84686,2023-06-01,2274.0,Historical
F84686,2023-07-01,2272.0,Historical
F84686,2023-08-01,1885.0,Historical
F84686,2023-09-01,1915.0,Historical
F84686,2023-10-01,2299.0,Historical
F84686,2023-11-01,1987.0,Historical
F84686,2023-12-01,1845.0,Historical
F84686,2024-01-01,2404.0,Historical
F84686,2024-02-01,2396.0,Historical
F84686,2024-03-01,2065.0,Historical
F84686,2024-04-01,1781.0,Historical
F84686,2024-05-01,2311.0,Historical
F84686,2024-06-01,2125.0,Historical
F84686,2024-07-01,2697.0,Historical
F84686,2024-08-01,2068.0,Historical
F84686,2024-09-01,2305.0,Historical
F84686,2024-10-01,2123.0,Historical
F84686,2024-11-01,2379.0,Historical
F84686,2024-12-01,2158.0,Historical
F84686,2025-01-01,2481.0,Historical
F84686,2025-02-01,2211.0,Historical
F84686,2025-03-01,1996.0,Historical
F84686,2025-04-01,1757.0,Historical
F84686,2025-05-01,2176.0,Historical
F84686,2025-06-01,2121.0,Historical
F84686,2025-07-01,2481.0,Historical
F84686,2025-08-01,1605.0,Historical
F84686,2025-09-01,2044.0,Historical
F84686,2025-10-01,1551.0,Historical
F84686,2025-11-01,1700.0,Historical
F84686,2025-12-01,1842.0,Historical
F84686,2026-01-01,1716.0,Historical
F84686,2026-02-01,1707.1474916282277,Forecast
F84686,2026-03-01,1570.8965072198316,Forecast
F84686,2026-04-01,1150.8740750771021,Forecast
F84686,2026-05-01,1446.0029478508284,Forecast
F84686,2026-06-01,1393.5982048547037,Forecast
F84686,2026-07-01,1525.0941930713846,Forecast
F84686,2026-08-01,1096.8211936101052,Forecast
F84686,2026-09-01,1180.4752415799205,Forecast
F84686,2026-10-01,1023.468222532903,Forecast
F84686,2026-11-01,1074.046866458694,Forecast
F84686,2026-12-01,958.5177300423613,Forecast
F84686,2027-01-01,1000.803477199931,Forecast
F84692,2022-10-01,2591.0,Historical
F84692,2022-11-01,2427.0,Historical
F84692,2022-12-01,2163.0,Historical
F84692,2023-01-01,2458.0,Historical
F84692,2023-02-01,2239.0,Historical
F84692,2023-03-01,2458.0,Historical
F84692,2023-04-01,2067.0,Historical
F84692,2023-05-01,2442.0,Historical
F84692,2023-06-01,2590.0,Historical
F84692,2023-07-01,2361.0,Historical
F84692,2023-08-01,2195.0,Historical
F84692,2023-09-01,2698.0,Historical
F84692,2023-10-01,2714.0,Historical
F84692,2023-11-01,2253.0,Historical
F84692,2023-12-01,2307.0,Historical
F84692,2024-01-01,2585.0,Historical
F84692,2024-02-01,2303.0,Historical
F84692,2024-03-01,2179.0,Historical
F84692,2024-04-01,2350.0,Historical
F84692,2024-05-01,2463.0,Historical
F84692,2024-06-01,2083.0,Historical
F84692,2024-07-01,2217.0,Historical
F84692,2024-08-01,1838.0,Historical
F84692,2024-09-01,2369.0,Historical
F84692,2024-10-01,2686.0,Historical
F84692,2024-11-01,2517.0,Historical
F84692,2024-12-01,2268.0,Historical
F84692,2025-01-01,2567.0,Historical
F84692,2025-02-01,2341.0,Historical
F84692,2025-03-01,2365.0,Historical
F84692,2025-04-01,2152.0,Historical
F84692,2025-05-01,1947.0,Historical
F84692,2025-06-01,2310.0,Historical
F84692,2025-07-01,2519.0,Historical
F84692,2025-08-01,1787.0,Historical
F84692,2025-09-01,2331.0,Historical
F84692,2025-10-01,2693.0,Historical
F84692,2025-11-01,2234.0,Historical
F84692,2025-12-01,2326.0,Historical
F84692,2026-01-01,2320.0,Historical
F84692,2026-02-01,2227.2560662606015,Forecast
F84692,2026-03-01,2266.6015431993155,Forecast
F84692,2026-04-01,2125.5521554743273,Forecast
F84692,2026-05-01,2219.7808741013946,Forecast
F84692,2026-06-01,2261.085716663351,Forecast
F84692,2026-07-01,2295.8348999675527,Forecast
F84692,2026-08-01,1885.19493936077,Forecast
F84692,2026-09-01,2395.5356467177903,Forecast
F84692,2026-10-01,2573.1407853109317,Forecast
F84692,2026-11-01,2272.2410542634557,Forecast
F84692,2026-12-01,2182.402475765571,Forecast
F84692,2027-01-01,2392.422759686644,Forecast
F84694,2022-10-01,1526.0,Historical
F84694,2022-11-01,1830.0,Historical
F84694,2022-12-01,1537.0,Historical
F84694,2023-01-01,1499.0,Historical
F84694,2023-02-01,1560.0,Historical
F84694,2023-03-01,1841.0,Historical
F84694,2023-04-01,1362.0,Historical
F84694,2023-05-01,1680.0,Historical
F84694,2023-06-01,1606.0,Historical
F84694,2023-07-01,1683.0,Historical
F84694,2023-08-01,1555.0,Historical
F84694,2023-09-01,1544.0,Historical
F84694,2023-10-01,1835.0,Historical
F84694,2023-11-01,1589.0,Historical
F84694,2023-12-01,1447.0,Historical
F84694,2024-01-01,1792.0,Historical
F84694,2024-02-01,1350.0,Historical
F84694,2024-03-01,1515.0,Historical
F84694,2024-04-01,1521.0,Historical
F84694,2024-05-01,1542.0,Historical
F84694,2024-06-01,1461.0,Historical
F84694,2024-07-01,1727.0,Historical
F84694,2024-08-01,1435.0,Historical
F84694,2024-09-01,1587.0,Historical
F84694,2024-10-01,1805.0,Historical
F84694,2024-11-01,1624.0,Historical
F84694,2024-12-01,1574.0,Historical
F84694,2025-01-01,1710.0,Historical
F84694,2025-02-01,1636.0,Historical
F84694,2025-03-01,1714.0,Historical
F84694,2025-04-01,1549.0,Historical
F84694,2025-05-01,1477.0,Historical
F84694,2025-06-01,1483.0,Historical
F84694,2025-07-01,1783.0,Historical
F84694,2025-08-01,1469.0,Historical
F84694,2025-09-01,1644.0,Historical
F84694,2025-10-01,1831.0,Historical
F84694,2025-11-01,1609.0,Historical
F84694,2025-12-01,1576.0,Historical
F84694,2026-01-01,1654.0,Historical
F84694,2026-02-01,1535.8955979511309,Forecast
F84694,2026-03-01,1712.4358868584354,Forecast
F84694,2026-04-01,1497.6142672098595,Forecast
F84694,2026-05-01,1586.9092962610916,Forecast
F84694,2026-06-01,1536.7474050375697,Forecast
F84694,2026-07-01,1754.451478545307,Forecast
F84694,2026-08-01,1506.0693154912433,Forecast
F84694,2026-09-01,1613.224973452393,Forecast
F84694,2026-10-01,1779.359852856584,Forecast
F84694,2026-11-01,1690.3500511632847,Forecast
F84694,2026-12-01,1559.4129882936563,Forecast
F84694,2027-01-01,1691.9473504401008,Forecast
F84696,2022-10-01,2683.0,Historical
F84696,2022-11-01,3091.0,Historical
F84696,2022-12-01,2595.0,Historical
F84696,2023-01-01,3080.0,Historical
F84696,2023-02-01,2531.0,Historical
F84696,2023-03-01,2825.0,Historical
F84696,2023-04-01,2069.0,Historical
F84696,2023-05-01,2406.0,Historical
F84696,2023-06-01,2732.0,Historical
F84696,2023-07-01,2546.0,Historical
F84696,2023-08-01,2603.0,Historical
F84696,2023-09-01,2509.0,Historical
F84696,2023-10-01,2579.0,Historical
F84696,2023-11-01,2408.0,Historical
F84696,2023-12-01,2244.0,Historical
F84696,2024-01-01,2966.0,Historical
F84696,2024-02-01,2602.0,Historical
F84696,2024-03-01,2773.0,Historical
F84696,2024-04-01,2840.0,Historical
F84696,2024-05-01,2591.0,Historical
F84696,2024-06-01,2270.0,Historical
F84696,2024-07-01,2410.0,Historical
F84696,2024-08-01,2417.0,Historical
F84696,2024-09-01,2357.0,Historical
F84696,2024-10-01,2410.0,Historical
F84696,2024-11-01,2139.0,Historical
F84696,2024-12-01,1953.0,Historical
F84696,2025-01-01,2496.0,Historical
F84696,2025-02-01,2219.0,Historical
F84696,2025-03-01,2331.0,Historical
F84696,2025-04-01,2299.0,Historical
F84696,2025-05-01,1735.0,Historical
F84696,2025-06-01,2273.0,Historical
F84696,2025-07-01,2377.0,Historical
F84696,2025-08-01,2077.0,Historical
F84696,2025-09-01,2167.0,Historical
F84696,2025-10-01,2470.0,Historical
F84696,2025-11-01,2022.0,Historical
F84696,2025-12-01,2107.0,Historical
F84696,2026-01-01,2487.0,Historical
F84696,2026-02-01,2076.2311536446305,Forecast
F84696,2026-03-01,2239.9391386835,Forecast
F84696,2026-04-01,2019.1454873040734,Forecast
F84696,2026-05-01,1902.735974974376,Forecast
F84696,2026-06-01,2047.9232562479087,Forecast
F84696,2026-07-01,2055.243655799162,Forecast
F84696,2026-08-01,1994.5817691547604,Forecast
F84696,2026-09-01,1970.109372941536,Forecast
F84696,2026-10-01,2037.888108112166,Forecast
F84696,2026-11-01,1958.8944817935494,Forecast
F84696,2026-12-01,1790.4496321209429,Forecast
F84696,2027-01-01,2215.9405910069886,Forecast
F84698,2022-10-01,4730.0,Historical
F84698,2022-11-01,4779.0,Historical
F84698,2022-12-01,4626.0,Historical
F84698,2023-01-01,4758.0,Historical
F84698,2023-02-01,4494.0,Historical
F84698,2023-03-01,5269.0,Historical
F84698,2023-04-01,4162.0,Historical
F84698,2023-05-01,5397.0,Historical
F84698,2023-06-01,5723.0,Historical
F84698,2023-07-01,5426.0,Historical
F84698,2023-08-01,5620.0,Historical
F84698,2023-09-01,5657.0,Historical
F84698,2023-10-01,6087.0,Historical
F84698,2023-11-01,4777.0,Historical
F84698,2023-12-01,4623.0,Historical
F84698,2024-01-01,6023.0,Historical
F84698,2024-02-01,5537.0,Historical
F84698,2024-03-01,5166.0,Historical
F84698,2024-04-01,5509.0,Historical
F84698,2024-05-01,6005.0,Historical
F84698,2024-06-01,5383.0,Historical
F84698,2024-07-01,6101.0,Historical
F84698,2024-08-01,5034.0,Historical
F84698,2024-09-01,5602.0,Historical
F84698,2024-10-01,7133.0,Historical
F84698,2024-11-01,5820.0,Historical
F84698,2024-12-01,5317.0,Historical
F84698,2025-01-01,6590.0,Historical
F84698,2025-02-01,5987.0,Historical
F84698,2025-03-01,6215.0,Historical
F84698,2025-04-01,5769.0,Historical
F84698,2025-05-01,5955.0,Historical
F84698,2025-06-01,5967.0,Historical
F84698,2025-07-01,7293.0,Historical
F84698,2025-08-01,5991.0,Historical
F84698,2025-09-01,7354.0,Historical
F84698,2025-10-01,8473.0,Historical
F84698,2025-11-01,7203.0,Historical
F84698,2025-12-01,6805.0,Historical
F84698,2026-01-01,7956.0,Historical
F84698,2026-02-01,7185.52890725356,Forecast
F84698,2026-03-01,7398.859896660879,Forecast
F84698,2026-04-01,6888.06568327275,Forecast
F84698,2026-05-01,7652.85994404444,Forecast
F84698,2026-06-01,7490.141044745846,Forecast
F84698,2026-07-01,8287.080995330605,Forecast
F84698,2026-08-01,7273.804863062591,Forecast
F84698,2026-09-01,8147.726213449176,Forecast
F84698,2026-10-01,9346.205046244857,Forecast
F84698,2026-11-01,7896.603318789128,Forecast
F84698,2026-12-01,7449.737273041441,Forecast
F84698,2027-01-01,8835.424516273235,Forecast
F84716,2022-10-01,2091.0,Historical
F84716,2022-11-01,2346.0,Historical
F84716,2022-12-01,2006.0,Historical
F84716,2023-01-01,2200.0,Historical
F84716,2023-02-01,1702.0,Historical
F84716,2023-03-01,1939.0,Historical
F84716,2023-04-01,1444.0,Historical
F84716,2023-05-01,1891.0,Historical
F84716,2023-06-01,2024.0,Historical
F84716,2023-07-01,1861.0,Historical
F84716,2023-08-01,1653.0,Historical
F84716,2023-09-01,1768.0,Historical
F84716,2023-10-01,1737.0,Historical
F84716,2023-11-01,1735.0,Historical
F84716,2023-12-01,1522.0,Historical
F84716,2024-01-01,1793.0,Historical
F84716,2024-02-01,1687.0,Historical
F84716,2024-03-01,1607.0,Historical
F84716,2024-04-01,1709.0,Historical
F84716,2024-05-01,1803.0,Historical
F84716,2024-06-01,1583.0,Historical
F84716,2024-07-01,1827.0,Historical
F84716,2024-08-01,1669.0,Historical
F84716,2024-09-01,1656.0,Historical
F84716,2024-10-01,1482.0,Historical
F84716,2024-11-01,1105.0,Historical
F84716,2024-12-01,958.0,Historical
F84716,2025-01-01,1114.0,Historical
F84716,2025-02-01,1114.0,Historical
F84716,2025-03-01,1084.0,Historical
F84716,2025-04-01,1102.0,Historical
F84716,2025-05-01,1120.0,Historical
F84716,2025-06-01,1142.0,Historical
F84716,2025-07-01,1152.0,Historical
F84716,2025-08-01,907.0,Historical
F84716,2025-09-01,1300.0,Historical
F84716,2025-10-01,1414.0,Historical
F84716,2025-11-01,1192.0,Historical
F84716,2025-12-01,1152.0,Historical
F84716,2026-01-01,1217.0,Historical
F84716,2026-02-01,1055.5794220030039,Forecast
F84716,2026-03-01,1096.0260869409867,Forecast
F84716,2026-04-01,984.8648138978901,Forecast
F84716,2026-05-01,1122.5778230585863,Forecast
F84716,2026-06-01,1101.3446385433685,Forecast
F84716,2026-07-01,1111.8043373164944,Forecast
F84716,2026-08-01,979.5392206807921,Forecast
F84716,2026-09-01,1052.6239282201968,Forecast
F84716,2026-10-01,985.9204514343037,Forecast
F84716,2026-11-01,951.4493836375955,Forecast
F84716,2026-12-01,831.6421062314146,Forecast
F84716,2027-01-01,921.8832237693117,Forecast
F84717,2022-10-01,4541.0,Historical
F84717,2022-11-01,4569.0,Historical
F84717,2022-12-01,3334.0,Historical
F84717,2023-01-01,4110.0,Historical
F84717,2023-02-01,3496.0,Historical
F84717,2023-03-01,4447.0,Historical
F84717,2023-04-01,3617.0,Historical
F84717,2023-05-01,3882.0,Historical
F84717,2023-06-01,4192.0,Historical
F84717,2023-07-01,3928.0,Historical
F84717,2023-08-01,3611.0,Historical
F84717,2023-09-01,4043.0,Historical
F84717,2023-10-01,4688.0,Historical
F84717,2023-11-01,3602.0,Historical
F84717,2023-12-01,3109.0,Historical
F84717,2024-01-01,4153.0,Historical
F84717,2024-02-01,3831.0,Historical
F84717,2024-03-01,3628.0,Historical
F84717,2024-04-01,4066.0,Historical
F84717,2024-05-01,4161.0,Historical
F84717,2024-06-01,4056.0,Historical
F84717,2024-07-01,4533.0,Historical
F84717,2024-08-01,4218.0,Historical
F84717,2024-09-01,4274.0,Historical
F84717,2024-10-01,5107.0,Historical
F84717,2024-11-01,4436.0,Historical
F84717,2024-12-01,3406.0,Historical
F84717,2025-01-01,4570.0,Historical
F84717,2025-02-01,4065.0,Historical
F84717,2025-03-01,4444.0,Historical
F84717,2025-04-01,4049.0,Historical
F84717,2025-05-01,4414.0,Historical
F84717,2025-06-01,4362.0,Historical
F84717,2025-07-01,4257.0,Historical
F84717,2025-08-01,4064.0,Historical
F84717,2025-09-01,4589.0,Historical
F84717,2025-10-01,5376.0,Historical
F84717,2025-11-01,4459.0,Historical
F84717,2025-12-01,4177.0,Historical
F84717,2026-01-01,4757.0,Historical
F84717,2026-02-01,4236.20289174795,Forecast
F84717,2026-03-01,4664.112533827075,Forecast
F84717,2026-04-01,4349.79730601725,Forecast
F84717,2026-05-01,4625.603944153904,Forecast
F84717,2026-06-01,4680.921992235369,Forecast
F84717,2026-07-01,4711.167685469135,Forecast
F84717,2026-08-01,4409.4360505549685,Forecast
F84717,2026-09-01,4785.747297668673,Forecast
F84717,2026-10-01,5576.545190616927,Forecast
F84717,2026-11-01,4820.083470548923,Forecast
F84717,2026-12-01,3972.129945408915,Forecast
F84717,2027-01-01,4967.63008524635,Forecast
F84719,2022-10-01,1640.0,Historical
F84719,2022-11-01,1330.0,Historical
F84719,2022-12-01,1087.0,Historical
F84719,2023-01-01,1266.0,Historical
F84719,2023-02-01,1076.0,Historical
F84719,2023-03-01,1395.0,Historical
F84719,2023-04-01,1113.0,Historical
F84719,2023-05-01,1668.0,Historical
F84719,2023-06-01,1698.0,Historical
F84719,2023-07-01,1879.0,Historical
F84719,2023-08-01,1651.0,Historical
F84719,2023-09-01,1596.0,Historical
F84719,2023-10-01,1554.0,Historical
F84719,2023-11-01,1279.0,Historical
F84719,2023-12-01,1362.0,Historical
F84719,2024-01-01,1797.0,Historical
F84719,2024-02-01,1501.0,Historical
F84719,2024-03-01,1558.0,Historical
F84719,2024-04-01,1670.0,Historical
F84719,2024-05-01,1623.0,Historical
F84719,2024-06-01,1704.0,Historical
F84719,2024-07-01,1993.0,Historical
F84719,2024-08-01,1569.0,Historical
F84719,2024-09-01,1889.0,Historical
F84719,2024-10-01,2144.0,Historical
F84719,2024-11-01,1795.0,Historical
F84719,2024-12-01,1415.0,Historical
F84719,2025-01-01,1936.0,Historical
F84719,2025-02-01,1571.0,Historical
F84719,2025-03-01,1883.0,Historical
F84719,2025-04-01,1591.0,Historical
F84719,2025-05-01,1944.0,Historical
F84719,2025-06-01,1925.0,Historical
F84719,2025-07-01,1862.0,Historical
F84719,2025-08-01,1638.0,Historical
F84719,2025-09-01,1990.0,Historical
F84719,2025-10-01,2329.0,Historical
F84719,2025-11-01,1952.0,Historical
F84719,2025-12-01,1882.0,Historical
F84719,2026-01-01,2105.0,Historical
F84719,2026-02-01,1738.1450005691631,Forecast
F84719,2026-03-01,2017.768731791513,Forecast
F84719,2026-04-01,1823.2737805859788,Forecast
F84719,2026-05-01,2163.114555687883,Forecast
F84719,2026-06-01,2194.413512649783,Forecast
F84719,2026-07-01,2345.047897588697,Forecast
F84719,2026-08-01,1983.4505592433734,Forecast
F84719,2026-09-01,2251.1184231365355,Forecast
F84719,2026-10-01,2512.9606727684854,Forecast
F84719,2026-11-01,2082.1207308834114,Forecast
F84719,2026-12-01,1883.6258795162971,Forecast
F84719,2027-01-01,2316.8381968681388,Forecast
F84720,2022-10-01,2750.0,Historical
F84720,2022-11-01,2569.0,Historical
F84720,2022-12-01,2397.0,Historical
F84720,2023-01-01,2567.0,Historical
F84720,2023-02-01,2340.0,Historical
F84720,2023-03-01,2702.0,Historical
F84720,2023-04-01,2889.0,Historical
F84720,2023-05-01,4077.0,Historical
F84720,2023-06-01,4063.0,Historical
F84720,2023-07-01,3863.0,Historical
F84720,2023-08-01,3534.0,Historical
F84720,2023-09-01,3908.0,Historical
F84720,2023-10-01,4011.0,Historical
F84720,2023-11-01,3394.0,Historical
F84720,2023-12-01,3245.0,Historical
F84720,2024-01-01,4006.0,Historical
F84720,2024-02-01,3970.0,Historical
F84720,2024-03-01,3967.0,Historical
F84720,2024-04-01,3871.0,Historical
F84720,2024-05-01,3840.0,Historical
F84720,2024-06-01,3712.0,Historical
F84720,2024-07-01,3975.0,Historical
F84720,2024-08-01,3402.0,Historical
F84720,2024-09-01,3704.0,Historical
F84720,2024-10-01,4540.0,Historical
F84720,2024-11-01,3793.0,Historical
F84720,2024-12-01,3540.0,Historical
F84720,2025-01-01,4432.0,Historical
F84720,2025-02-01,4148.0,Historical
F84720,2025-03-01,4253.0,Historical
F84720,2025-04-01,4021.0,Historical
F84720,2025-05-01,3839.0,Historical
F84720,2025-06-01,3675.0,Historical
F84720,2025-07-01,4354.0,Historical
F84720,2025-08-01,3418.0,Historical
F84720,2025-09-01,4172.0,Historical
F84720,2025-10-01,4817.0,Historical
F84720,2025-11-01,4226.0,Historical
F84720,2025-12-01,3956.0,Historical
F84720,2026-01-01,4035.0,Historical
F84720,2026-02-01,3881.967686302176,Forecast
F84720,2026-03-01,4046.206306989834,Forecast
F84720,2026-04-01,3997.4057220579134,Forecast
F84720,2026-05-01,4291.359415034823,Forecast
F84720,2026-06-01,4213.786022005928,Forecast
F84720,2026-07-01,4499.700168462969,Forecast
F84720,2026-08-01,3846.726347370415,Forecast
F84720,2026-09-01,4408.695489729915,Forecast
F84720,2026-10-01,5023.728981655021,Forecast
F84720,2026-11-01,4359.659629825568,Forecast
F84720,2026-12-01,4120.246810344815,Forecast
F84720,2027-01-01,4727.413108150827,Forecast
F84724,2022-10-01,6602.0,Historical
F84724,2022-11-01,6923.0,Historical
F84724,2022-12-01,6198.0,Historical
F84724,2023-01-01,6620.0,Historical
F84724,2023-02-01,5844.0,Historical
F84724,2023-03-01,6625.0,Historical
F84724,2023-04-01,5229.0,Historical
F84724,2023-05-01,6198.0,Historical
F84724,2023-06-01,6909.0,Historical
F84724,2023-07-01,6296.0,Historical
F84724,2023-08-01,6576.0,Historical
F84724,2023-09-01,7541.0,Historical
F84724,2023-10-01,7555.0,Historical
F84724,2023-11-01,5842.0,Historical
F84724,2023-12-01,5763.0,Historical
F84724,2024-01-01,7142.0,Historical
F84724,2024-02-01,6454.0,Historical
F84724,2024-03-01,6195.0,Historical
F84724,2024-04-01,6351.0,Historical
F84724,2024-05-01,6876.0,Historical
F84724,2024-06-01,6772.0,Historical
F84724,2024-07-01,7769.0,Historical
F84724,2024-08-01,6618.0,Historical
F84724,2024-09-01,7761.0,Historical
F84724,2024-10-01,7698.0,Historical
F84724,2024-11-01,7576.0,Historical
F84724,2024-12-01,6965.0,Historical
F84724,2025-01-01,7323.0,Historical
F84724,2025-02-01,6756.0,Historical
F84724,2025-03-01,6825.0,Historical
F84724,2025-04-01,6649.0,Historical
F84724,2025-05-01,6941.0,Historical
F84724,2025-06-01,7948.0,Historical
F84724,2025-07-01,8022.0,Historical
F84724,2025-08-01,6718.0,Historical
F84724,2025-09-01,8378.0,Historical
F84724,2025-10-01,7477.0,Historical
F84724,2025-11-01,6337.0,Historical
F84724,2025-12-01,6828.0,Historical
F84724,2026-01-01,7231.0,Historical
F84724,2026-02-01,6928.633388206457,Forecast
F84724,2026-03-01,7129.307232878852,Forecast
F84724,2026-04-01,6633.456802921178,Forecast
F84724,2026-05-01,7267.968795045109,Forecast
F84724,2026-06-01,7855.504009798633,Forecast
F84724,2026-07-01,8030.099745356501,Forecast
F84724,2026-08-01,7214.618332171927,Forecast
F84724,2026-09-01,8588.003721427605,Forecast
F84724,2026-10-01,8148.8497807308895,Forecast
F84724,2026-11-01,7393.172816043066,Forecast
F84724,2026-12-01,7153.7326150395365,Forecast
F84724,2027-01-01,7854.081942022387,Forecast
F84729,2022-10-01,1822.0,Historical
F84729,2022-11-01,1774.0,Historical
F84729,2022-12-01,1239.0,Historical
F84729,2023-01-01,1436.0,Historical
F84729,2023-02-01,1206.0,Historical
F84729,2023-03-01,1512.0,Historical
F84729,2023-04-01,977.0,Historical
F84729,2023-05-01,1086.0,Historical
F84729,2023-06-01,1264.0,Historical
F84729,2023-07-01,1232.0,Historical
F84729,2023-08-01,1238.0,Historical
F84729,2023-09-01,1485.0,Historical
F84729,2023-10-01,1700.0,Historical
F84729,2023-11-01,1476.0,Historical
F84729,2023-12-01,1270.0,Historical
F84729,2024-01-01,1526.0,Historical
F84729,2024-02-01,1442.0,Historical
F84729,2024-03-01,1361.0,Historical
F84729,2024-04-01,1228.0,Historical
F84729,2024-05-01,1499.0,Historical
F84729,2024-06-01,1396.0,Historical
F84729,2024-07-01,1530.0,Historical
F84729,2024-08-01,1374.0,Historical
F84729,2024-09-01,1498.0,Historical
F84729,2024-10-01,1823.0,Historical
F84729,2024-11-01,1382.0,Historical
F84729,2024-12-01,1279.0,Historical
F84729,2025-01-01,1282.0,Historical
F84729,2025-02-01,1248.0,Historical
F84729,2025-03-01,1207.0,Historical
F84729,2025-04-01,1110.0,Historical
F84729,2025-05-01,1172.0,Historical
F84729,2025-06-01,1406.0,Historical
F84729,2025-07-01,1925.0,Historical
F84729,2025-08-01,1508.0,Historical
F84729,2025-09-01,1803.0,Historical
F84729,2025-10-01,2541.0,Historical
F84729,2025-11-01,1925.0,Historical
F84729,2025-12-01,2010.0,Historical
F84729,2026-01-01,1989.0,Historical
F84729,2026-02-01,2002.7552052429446,Forecast
F84729,2026-03-01,2158.1273661181804,Forecast
F84729,2026-04-01,1789.2665768163288,Forecast
F84729,2026-05-01,2108.0210327531354,Forecast
F84729,2026-06-01,2284.238027812541,Forecast
F84729,2026-07-01,2717.734685048348,Forecast
F84729,2026-08-01,2402.928501957544,Forecast
F84729,2026-09-01,2828.243172700429,Forecast
F84729,2026-10-01,3617.768222287466,Forecast
F84729,2026-11-01,3021.338526355629,Forecast
F84729,2026-12-01,2741.689595799506,Forecast
F84729,2027-01-01,2946.849367370405,Forecast
F84730,2022-10-01,2681.0,Historical
F84730,2022-11-01,2705.0,Historical
F84730,2022-12-01,2191.0,Historical
F84730,2023-01-01,2662.0,Historical
F84730,2023-02-01,2481.0,Historical
F84730,2023-03-01,2587.0,Historical
F84730,2023-04-01,1831.0,Historical
F84730,2023-05-01,2105.0,Historical
F84730,2023-06-01,2444.0,Historical
F84730,2023-07-01,2294.0,Historical
F84730,2023-08-01,2075.0,Historical
F84730,2023-09-01,2325.0,Historical
F84730,2023-10-01,2719.0,Historical
F84730,2023-11-01,2400.0,Historical
F84730,2023-12-01,2336.0,Historical
F84730,2024-01-01,2747.0,Historical
F84730,2024-02-01,2048.0,Historical
F84730,2024-03-01,1971.0,Historical
F84730,2024-04-01,1705.0,Historical
F84730,2024-05-01,1784.0,Historical
F84730,2024-06-01,1621.0,Historical
F84730,2024-07-01,2018.0,Historical
F84730,2024-08-01,1985.0,Historical
F84730,2024-09-01,1879.0,Historical
F84730,2024-10-01,2184.0,Historical
F84730,2024-11-01,2390.0,Historical
F84730,2024-12-01,1980.0,Historical
F84730,2025-01-01,2656.0,Historical
F84730,2025-02-01,2628.0,Historical
F84730,2025-03-01,2309.0,Historical
F84730,2025-04-01,2130.0,Historical
F84730,2025-05-01,2239.0,Historical
F84730,2025-06-01,2503.0,Historical
F84730,2025-07-01,2281.0,Historical
F84730,2025-08-01,2199.0,Historical
F84730,2025-09-01,2401.0,Historical
F84730,2025-10-01,2663.0,Historical
F84730,2025-11-01,2106.0,Historical
F84730,2025-12-01,2159.0,Historical
F84730,2026-01-01,2357.0,Historical
F84730,2026-02-01,2190.7299525076014,Forecast
F84730,2026-03-01,2115.1313723185954,Forecast
F84730,2026-04-01,1741.6525561457208,Forecast
F84730,2026-05-01,1889.201498924852,Forecast
F84730,2026-06-01,2045.675646717371,Forecast
F84730,2026-07-01,2021.9096529351923,Forecast
F84730,2026-08-01,1921.6639741953938,Forecast
F84730,2026-09-01,2040.5116765696507,Forecast
F84730,2026-10-01,2319.990695742606,Forecast
F84730,2026-11-01,2159.41032761285,Forecast
F84730,2026-12-01,1955.0864134742278,Forecast
F84730,2027-01-01,2346.1250532239915,Forecast
F84731,2022-10-01,1033.0,Historical
F84731,2022-11-01,904.0,Historical
F84731,2022-12-01,725.0,Historical
F84731,2023-01-01,747.0,Historical
F84731,2023-02-01,612.0,Historical
F84731,2023-03-01,808.0,Historical
F84731,2023-04-01,595.0,Historical
F84731,2023-05-01,711.0,Historical
F84731,2023-06-01,595.0,Historical
F84731,2023-07-01,591.0,Historical
F84731,2023-08-01,620.0,Historical
F84731,2023-09-01,786.0,Historical
F84731,2023-10-01,796.0,Historical
F84731,2023-11-01,639.0,Historical
F84731,2023-12-01,584.0,Historical
F84731,2024-01-01,648.0,Historical
F84731,2024-02-01,610.0,Historical
F84731,2024-03-01,613.0,Historical
F84731,2024-04-01,717.0,Historical
F84731,2024-05-01,708.0,Historical
F84731,2024-06-01,564.0,Historical
F84731,2024-07-01,458.0,Historical
F84731,2024-08-01,609.0,Historical
F84731,2024-09-01,656.0,Historical
F84731,2024-10-01,1031.0,Historical
F84731,2024-11-01,733.0,Historical
F84731,2024-12-01,607.0,Historical
F84731,2025-01-01,659.0,Historical
F84731,2025-02-01,618.0,Historical
F84731,2025-03-01,756.0,Historical
F84731,2025-04-01,558.0,Historical
F84731,2025-05-01,782.0,Historical
F84731,2025-06-01,638.0,Historical
F84731,2025-07-01,675.0,Historical
F84731,2025-08-01,691.0,Historical
F84731,2025-09-01,892.0,Historical
F84731,2025-10-01,1134.0,Historical
F84731,2025-11-01,807.0,Historical
F84731,2025-12-01,774.0,Historical
F84731,2026-01-01,745.0,Historical
F84731,2026-02-01,726.5644164367914,Forecast
F84731,2026-03-01,889.0176126523891,Forecast
F84731,2026-04-01,758.2592990557207,Forecast
F84731,2026-05-01,917.0647231745913,Forecast
F84731,2026-06-01,751.4465694550123,Forecast
F84731,2026-07-01,730.4565859117492,Forecast
F84731,2026-08-01,817.5209388021751,Forecast
F84731,2026-09-01,1014.8675172710653,Forecast
