GP_CODE,Month,Total_Appointments,Type
E85096,2026-07-01,3107.143222489804,Forecast
E85096,2026-08-01,2710.652946733407,Forecast
E85096,2026-09-01,3007.9453056691896,Forecast
E85096,2026-10-01,3349.430097698338,Forecast
E85096,2026-11-01,3124.566498244804,Forecast
E85096,2026-12-01,2987.151538945799,Forecast
E85096,2027-01-01,3132.608225043021,Forecast
E85098,2022-10-01,2297.0,Historical
E85098,2022-11-01,2789.0,Historical
E85098,2022-12-01,2777.0,Historical
E85098,2023-01-01,2747.0,Historical
E85098,2023-02-01,2863.0,Historical
E85098,2023-03-01,3108.0,Historical
E85098,2023-04-01,2474.0,Historical
E85098,2023-05-01,3087.0,Historical
E85098,2023-06-01,2931.0,Historical
E85098,2023-07-01,2788.0,Historical
E85098,2023-08-01,2747.0,Historical
E85098,2023-09-01,2874.0,Historical
E85098,2023-10-01,2873.0,Historical
E85098,2023-11-01,2952.0,Historical
E85098,2023-12-01,2386.0,Historical
E85098,2024-01-01,3016.0,Historical
E85098,2024-02-01,2779.0,Historical
E85098,2024-03-01,2466.0,Historical
E85098,2024-04-01,3102.0,Historical
E85098,2024-05-01,3329.0,Historical
E85098,2024-06-01,3334.0,Historical
E85098,2024-07-01,3338.0,Historical
E85098,2024-08-01,3176.0,Historical
E85098,2024-09-01,3130.0,Historical
E85098,2024-10-01,4478.0,Historical
E85098,2024-11-01,3155.0,Historical
E85098,2024-12-01,2914.0,Historical
E85098,2025-01-01,3053.0,Historical
E85098,2025-02-01,2759.0,Historical
E85098,2025-03-01,2497.0,Historical
E85098,2025-04-01,2720.0,Historical
E85098,2025-05-01,3152.0,Historical
E85098,2025-06-01,2826.0,Historical
E85098,2025-07-01,3429.0,Historical
E85098,2025-08-01,2587.0,Historical
E85098,2025-09-01,2887.0,Historical
E85098,2025-10-01,3630.0,Historical
E85098,2025-11-01,3028.0,Historical
E85098,2025-12-01,2525.0,Historical
E85098,2026-01-01,3022.0,Historical
E85098,2026-02-01,2830.031796218219,Forecast
E85098,2026-03-01,2734.187487853898,Forecast
E85098,2026-04-01,2796.3999570613364,Forecast
E85098,2026-05-01,3238.753563951038,Forecast
E85098,2026-06-01,3082.8942581218816,Forecast
E85098,2026-07-01,3241.1511451486745,Forecast
E85098,2026-08-01,2890.892406602107,Forecast
E85098,2026-09-01,3020.8598940102083,Forecast
E85098,2026-10-01,3639.4748865008905,Forecast
E85098,2026-11-01,3168.349680673143,Forecast
E85098,2026-12-01,2821.97735659939,Forecast
E85098,2027-01-01,3156.4870990535624,Forecast
E85099,2022-10-01,1640.0,Historical
E85099,2022-11-01,2021.0,Historical
E85099,2022-12-01,1689.0,Historical
E85099,2023-01-01,1964.0,Historical
E85099,2023-02-01,1885.0,Historical
E85099,2023-03-01,1985.0,Historical
E85099,2023-04-01,1492.0,Historical
E85099,2023-05-01,1673.0,Historical
E85099,2023-06-01,1865.0,Historical
E85099,2023-07-01,1679.0,Historical
E85099,2023-08-01,1732.0,Historical
E85099,2023-09-01,1829.0,Historical
E85099,2023-10-01,2164.0,Historical
E85099,2023-11-01,2199.0,Historical
E85099,2023-12-01,1848.0,Historical
E85099,2024-01-01,2203.0,Historical
E85099,2024-02-01,2102.0,Historical
E85099,2024-03-01,2249.0,Historical
E85099,2024-04-01,2344.0,Historical
E85099,2024-05-01,2221.0,Historical
E85099,2024-06-01,2168.0,Historical
E85099,2024-07-01,2400.0,Historical
E85099,2024-08-01,2207.0,Historical
E85099,2024-09-01,2170.0,Historical
E85099,2024-10-01,2684.0,Historical
E85099,2024-11-01,2225.0,Historical
E85099,2024-12-01,1932.0,Historical
E85099,2025-01-01,2280.0,Historical
E85099,2025-02-01,2205.0,Historical
E85099,2025-03-01,2315.0,Historical
E85099,2025-04-01,2040.0,Historical
E85099,2025-05-01,2230.0,Historical
E85099,2025-06-01,2341.0,Historical
E85099,2025-07-01,2468.0,Historical
E85099,2025-08-01,2042.0,Historical
E85099,2025-09-01,2374.0,Historical
E85099,2025-10-01,2795.0,Historical
E85099,2025-11-01,2120.0,Historical
E85099,2025-12-01,2171.0,Historical
E85099,2026-01-01,2359.0,Historical
E85099,2026-02-01,2352.1637583024203,Forecast
E85099,2026-03-01,2486.4658117729878,Forecast
E85099,2026-04-01,2243.2141462483773,Forecast
E85099,2026-05-01,2336.039446824315,Forecast
E85099,2026-06-01,2420.348533271753,Forecast
E85099,2026-07-01,2506.936459656156,Forecast
E85099,2026-08-01,2270.8682375018575,Forecast
E85099,2026-09-01,2420.064022208661,Forecast
E85099,2026-10-01,2831.2045462714186,Forecast
E85099,2026-11-01,2535.3026736061424,Forecast
E85099,2026-12-01,2286.53480545411,Forecast
E85099,2027-01-01,2629.2549950575735,Forecast
E85103,2022-10-01,2261.0,Historical
E85103,2022-11-01,2215.0,Historical
E85103,2022-12-01,1809.0,Historical
E85103,2023-01-01,1926.0,Historical
E85103,2023-02-01,1532.0,Historical
E85103,2023-03-01,1839.0,Historical
E85103,2023-04-01,1535.0,Historical
E85103,2023-05-01,1840.0,Historical
E85103,2023-06-01,2433.0,Historical
E85103,2023-07-01,2267.0,Historical
E85103,2023-08-01,2205.0,Historical
E85103,2023-09-01,2251.0,Historical
E85103,2023-10-01,2426.0,Historical
E85103,2023-11-01,2345.0,Historical
E85103,2023-12-01,1882.0,Historical
E85103,2024-01-01,2323.0,Historical
E85103,2024-02-01,2035.0,Historical
E85103,2024-03-01,2165.0,Historical
E85103,2024-04-01,2446.0,Historical
E85103,2024-05-01,2287.0,Historical
E85103,2024-06-01,2124.0,Historical
E85103,2024-07-01,2376.0,Historical
E85103,2024-08-01,2048.0,Historical
E85103,2024-09-01,2290.0,Historical
E85103,2024-10-01,2438.0,Historical
E85103,2024-11-01,2081.0,Historical
E85103,2024-12-01,1875.0,Historical
E85103,2025-01-01,2264.0,Historical
E85103,2025-02-01,2134.0,Historical
E85103,2025-03-01,2150.0,Historical
E85103,2025-04-01,2191.0,Historical
E85103,2025-05-01,2246.0,Historical
E85103,2025-06-01,2363.0,Historical
E85103,2025-07-01,2492.0,Historical
E85103,2025-08-01,2078.0,Historical
E85103,2025-09-01,2326.0,Historical
E85103,2025-10-01,2515.0,Historical
E85103,2025-11-01,1975.0,Historical
E85103,2025-12-01,2019.0,Historical
E85103,2026-01-01,2080.0,Historical
E85103,2026-02-01,1909.0235268545764,Forecast
E85103,2026-03-01,2055.7482338312493,Forecast
E85103,2026-04-01,2089.3266578878224,Forecast
E85103,2026-05-01,2133.4455326756242,Forecast
E85103,2026-06-01,2279.749862704451,Forecast
E85103,2026-07-01,2376.3725803445313,Forecast
E85103,2026-08-01,2103.6747347457167,Forecast
E85103,2026-09-01,2287.647312027382,Forecast
E85103,2026-10-01,2450.7325460298553,Forecast
E85103,2026-11-01,2187.8415315189627,Forecast
E85103,2026-12-01,1929.2099290571891,Forecast
E85103,2027-01-01,2185.641336931259,Forecast
E85107,2022-10-01,3354.0,Historical
E85107,2022-11-01,3379.0,Historical
E85107,2022-12-01,3209.0,Historical
E85107,2023-01-01,3146.0,Historical
E85107,2023-02-01,3089.0,Historical
E85107,2023-03-01,3512.0,Historical
E85107,2023-04-01,2712.0,Historical
E85107,2023-05-01,2968.0,Historical
E85107,2023-06-01,3090.0,Historical
E85107,2023-07-01,2915.0,Historical
E85107,2023-08-01,2776.0,Historical
E85107,2023-09-01,3076.0,Historical
E85107,2023-10-01,3198.0,Historical
E85107,2023-11-01,3414.0,Historical
E85107,2023-12-01,2818.0,Historical
E85107,2024-01-01,3298.0,Historical
E85107,2024-02-01,2986.0,Historical
E85107,2024-03-01,2965.0,Historical
E85107,2024-04-01,3382.0,Historical
E85107,2024-05-01,3392.0,Historical
E85107,2024-06-01,2877.0,Historical
E85107,2024-07-01,3156.0,Historical
E85107,2024-08-01,2517.0,Historical
E85107,2024-09-01,2781.0,Historical
E85107,2024-10-01,3373.0,Historical
E85107,2024-11-01,3031.0,Historical
E85107,2024-12-01,2707.0,Historical
E85107,2025-01-01,3164.0,Historical
E85107,2025-02-01,2698.0,Historical
E85107,2025-03-01,2823.0,Historical
E85107,2025-04-01,2880.0,Historical
E85107,2025-05-01,2986.0,Historical
E85107,2025-06-01,2979.0,Historical
E85107,2025-07-01,3210.0,Historical
E85107,2025-08-01,2291.0,Historical
E85107,2025-09-01,3824.0,Historical
E85107,2025-10-01,4193.0,Historical
E85107,2025-11-01,3669.0,Historical
E85107,2025-12-01,3503.0,Historical
E85107,2026-01-01,4011.0,Historical
E85107,2026-02-01,3513.017599741315,Forecast
E85107,2026-03-01,3733.349507600256,Forecast
E85107,2026-04-01,3571.96266802737,Forecast
E85107,2026-05-01,3732.664977987563,Forecast
E85107,2026-06-01,3554.3589083071283,Forecast
E85107,2026-07-01,3688.3239549604336,Forecast
E85107,2026-08-01,3028.6325834206878,Forecast
E85107,2026-09-01,3820.699563709164,Forecast
E85107,2026-10-01,4244.017413941323,Forecast
E85107,2026-11-01,4045.330654517146,Forecast
E85107,2026-12-01,3675.6591033889536,Forecast
E85107,2027-01-01,4088.208384561084,Forecast
E85108,2022-10-01,2219.0,Historical
E85108,2022-11-01,2303.0,Historical
E85108,2022-12-01,2069.0,Historical
E85108,2023-01-01,2186.0,Historical
E85108,2023-02-01,1974.0,Historical
E85108,2023-03-01,2231.0,Historical
E85108,2023-04-01,1655.0,Historical
E85108,2023-05-01,2278.0,Historical
E85108,2023-06-01,2507.0,Historical
E85108,2023-07-01,2105.0,Historical
E85108,2023-08-01,2219.0,Historical
E85108,2023-09-01,2209.0,Historical
E85108,2023-10-01,2341.0,Historical
E85108,2023-11-01,2304.0,Historical
E85108,2023-12-01,1813.0,Historical
E85108,2024-01-01,2207.0,Historical
E85108,2024-02-01,2216.0,Historical
E85108,2024-03-01,2484.0,Historical
E85108,2024-04-01,2427.0,Historical
E85108,2024-05-01,2434.0,Historical
E85108,2024-06-01,2231.0,Historical
E85108,2024-07-01,2829.0,Historical
E85108,2024-08-01,2135.0,Historical
E85108,2024-09-01,2552.0,Historical
E85108,2024-10-01,2826.0,Historical
E85108,2024-11-01,2224.0,Historical
E85108,2024-12-01,2098.0,Historical
E85108,2025-01-01,2637.0,Historical
E85108,2025-02-01,2470.0,Historical
E85108,2025-03-01,2309.0,Historical
E85108,2025-04-01,2174.0,Historical
E85108,2025-05-01,2159.0,Historical
E85108,2025-06-01,2248.0,Historical
E85108,2025-07-01,2762.0,Historical
E85108,2025-08-01,2102.0,Historical
E85108,2025-09-01,2398.0,Historical
E85108,2025-10-01,2624.0,Historical
E85108,2025-11-01,2476.0,Historical
E85108,2025-12-01,2179.0,Historical
E85108,2026-01-01,2361.0,Historical
E85108,2026-02-01,2407.7770870656923,Forecast
E85108,2026-03-01,2532.111576851562,Forecast
E85108,2026-04-01,2261.314046879849,Forecast
E85108,2026-05-01,2472.8345604677606,Forecast
E85108,2026-06-01,2511.582237179736,Forecast
E85108,2026-07-01,2779.9238767416286,Forecast
E85108,2026-08-01,2321.6993469923978,Forecast
E85108,2026-09-01,2578.509025664251,Forecast
E85108,2026-10-01,2762.577328709753,Forecast
E85108,2026-11-01,2561.3498592395226,Forecast
E85108,2026-12-01,2246.018266725095,Forecast
E85108,2027-01-01,2585.7577681639236,Forecast
E85109,2022-10-01,1186.0,Historical
E85109,2022-11-01,1104.0,Historical
E85109,2022-12-01,1081.0,Historical
E85109,2023-01-01,1123.0,Historical
E85109,2023-02-01,1120.0,Historical
E85109,2023-03-01,1329.0,Historical
E85109,2023-04-01,906.0,Historical
E85109,2023-05-01,1055.0,Historical
E85109,2023-06-01,1139.0,Historical
E85109,2023-07-01,1053.0,Historical
E85109,2023-08-01,982.0,Historical
E85109,2023-09-01,1120.0,Historical
E85109,2023-10-01,1210.0,Historical
E85109,2023-11-01,1238.0,Historical
E85109,2023-12-01,1037.0,Historical
E85109,2024-01-01,1270.0,Historical
E85109,2024-02-01,1367.0,Historical
E85109,2024-03-01,1277.0,Historical
E85109,2024-04-01,1173.0,Historical
E85109,2024-05-01,1117.0,Historical
E85109,2024-06-01,1092.0,Historical
E85109,2024-07-01,1401.0,Historical
E85109,2024-08-01,1344.0,Historical
E85109,2024-09-01,1417.0,Historical
E85109,2024-10-01,1595.0,Historical
E85109,2024-11-01,1262.0,Historical
E85109,2024-12-01,1140.0,Historical
E85109,2025-01-01,1458.0,Historical
E85109,2025-02-01,1250.0,Historical
E85109,2025-03-01,1321.0,Historical
E85109,2025-04-01,1190.0,Historical
E85109,2025-05-01,1334.0,Historical
E85109,2025-06-01,1520.0,Historical
E85109,2025-07-01,1703.0,Historical
E85109,2025-08-01,1305.0,Historical
E85109,2025-09-01,1629.0,Historical
E85109,2025-10-01,1776.0,Historical
E85109,2025-11-01,1588.0,Historical
E85109,2025-12-01,1522.0,Historical
E85109,2026-01-01,1742.0,Historical
E85109,2026-02-01,1656.5721087207673,Forecast
E85109,2026-03-01,1734.6576969319096,Forecast
E85109,2026-04-01,1444.0381133585443,Forecast
E85109,2026-05-01,1541.900618217976,Forecast
E85109,2026-06-01,1651.2209656287293,Forecast
E85109,2026-07-01,1833.613277303695,Forecast
E85109,2026-08-01,1585.9664772212036,Forecast
E85109,2026-09-01,1823.8194425205854,Forecast
E85109,2026-10-01,1995.8769420583797,Forecast
E85109,2026-11-01,1775.4214376716445,Forecast
E85109,2026-12-01,1636.5239964520288,Forecast
E85109,2027-01-01,1913.1161588616253,Forecast
E85111,2022-10-01,2340.0,Historical
E85111,2022-11-01,2695.0,Historical
E85111,2022-12-01,2164.0,Historical
E85111,2023-01-01,2304.0,Historical
E85111,2023-02-01,2321.0,Historical
E85111,2023-03-01,2581.0,Historical
E85111,2023-04-01,1794.0,Historical
E85111,2023-05-01,2388.0,Historical
E85111,2023-06-01,2507.0,Historical
E85111,2023-07-01,2276.0,Historical
E85111,2023-08-01,2296.0,Historical
E85111,2023-09-01,2238.0,Historical
E85111,2023-10-01,2353.0,Historical
E85111,2023-11-01,2205.0,Historical
E85111,2023-12-01,1977.0,Historical
E85111,2024-01-01,2204.0,Historical
E85111,2024-02-01,2245.0,Historical
E85111,2024-03-01,2075.0,Historical
E85111,2024-04-01,2121.0,Historical
E85111,2024-05-01,2145.0,Historical
E85111,2024-06-01,2093.0,Historical
E85111,2024-07-01,2269.0,Historical
E85111,2024-08-01,2014.0,Historical
E85111,2024-09-01,2138.0,Historical
E85111,2024-10-01,2354.0,Historical
E85111,2024-11-01,1995.0,Historical
E85111,2024-12-01,1995.0,Historical
E85111,2025-01-01,2124.0,Historical
E85111,2025-02-01,2121.0,Historical
E85111,2025-03-01,2079.0,Historical
E85111,2025-04-01,2005.0,Historical
E85111,2025-05-01,2062.0,Historical
E85111,2025-06-01,2132.0,Historical
E85111,2025-07-01,2443.0,Historical
E85111,2025-08-01,2006.0,Historical
E85111,2025-09-01,2196.0,Historical
E85111,2025-10-01,2327.0,Historical
E85111,2025-11-01,1815.0,Historical
E85111,2025-12-01,1910.0,Historical
E85111,2026-01-01,2161.0,Historical
E85111,2026-02-01,2038.03154774595,Forecast
E85111,2026-03-01,2055.8962825923177,Forecast
E85111,2026-04-01,1797.9404595382625,Forecast
E85111,2026-05-01,2009.6212495477653,Forecast
E85111,2026-06-01,2051.2178878085715,Forecast
E85111,2026-07-01,2121.1050217158627,Forecast
E85111,2026-08-01,1922.3015963908306,Forecast
E85111,2026-09-01,1996.0415829161493,Forecast
E85111,2026-10-01,2085.890680088985,Forecast
E85111,2026-11-01,1950.8207390097177,Forecast
E85111,2026-12-01,1792.194806973483,Forecast
E85111,2027-01-01,1956.2217460169002,Forecast
E85112,2022-10-01,2980.0,Historical
E85112,2022-11-01,2984.0,Historical
E85112,2022-12-01,2784.0,Historical
E85112,2023-01-01,2962.0,Historical
E85112,2023-02-01,2651.0,Historical
E85112,2023-03-01,3389.0,Historical
E85112,2023-04-01,2475.0,Historical
E85112,2023-05-01,2913.0,Historical
E85112,2023-06-01,3130.0,Historical
E85112,2023-07-01,3187.0,Historical
E85112,2023-08-01,3296.0,Historical
E85112,2023-09-01,3088.0,Historical
E85112,2023-10-01,3932.0,Historical
E85112,2023-11-01,3356.0,Historical
E85112,2023-12-01,2959.0,Historical
E85112,2024-01-01,3588.0,Historical
E85112,2024-02-01,3337.0,Historical
E85112,2024-03-01,3331.0,Historical
E85112,2024-04-01,3011.0,Historical
E85112,2024-05-01,2898.0,Historical
E85112,2024-06-01,2961.0,Historical
E85112,2024-07-01,3616.0,Historical
E85112,2024-08-01,2800.0,Historical
E85112,2024-09-01,3014.0,Historical
E85112,2024-10-01,3562.0,Historical
E85112,2024-11-01,3089.0,Historical
E85112,2024-12-01,3059.0,Historical
E85112,2025-01-01,3277.0,Historical
E85112,2025-02-01,3158.0,Historical
E85112,2025-03-01,3137.0,Historical
E85112,2025-04-01,2870.0,Historical
E85112,2025-05-01,2909.0,Historical
E85112,2025-06-01,3007.0,Historical
E85112,2025-07-01,3306.0,Historical
E85112,2025-08-01,3055.0,Historical
E85112,2025-09-01,3352.0,Historical
E85112,2025-10-01,3865.0,Historical
E85112,2025-11-01,3128.0,Historical
E85112,2025-12-01,3733.0,Historical
E85112,2026-01-01,4476.0,Historical
E85112,2026-02-01,3753.5887898473748,Forecast
E85112,2026-03-01,4005.0106244378135,Forecast
E85112,2026-04-01,3413.214077979374,Forecast
E85112,2026-05-01,3537.343821706261,Forecast
E85112,2026-06-01,3687.9698640385886,Forecast
E85112,2026-07-01,4102.642902850825,Forecast
E85112,2026-08-01,3694.6127471253158,Forecast
E85112,2026-09-01,3816.9442636414706,Forecast
E85112,2026-10-01,4542.044421349658,Forecast
E85112,2026-11-01,3952.3711027253203,Forecast
E85112,2026-12-01,3937.9071346372393,Forecast
E85112,2027-01-01,4518.616130666949,Forecast
E85113,2022-10-01,2951.0,Historical
E85113,2022-11-01,2771.0,Historical
E85113,2022-12-01,2575.0,Historical
E85113,2023-01-01,2693.0,Historical
E85113,2023-02-01,2581.0,Historical
E85113,2023-03-01,2794.0,Historical
E85113,2023-04-01,2086.0,Historical
E85113,2023-05-01,2300.0,Historical
E85113,2023-06-01,2519.0,Historical
E85113,2023-07-01,2343.0,Historical
E85113,2023-08-01,2368.0,Historical
E85113,2023-09-01,2638.0,Historical
E85113,2023-10-01,2793.0,Historical
E85113,2023-11-01,2520.0,Historical
E85113,2023-12-01,2232.0,Historical
E85113,2024-01-01,2640.0,Historical
E85113,2024-02-01,2426.0,Historical
E85113,2024-03-01,2300.0,Historical
E85113,2024-04-01,2504.0,Historical
E85113,2024-05-01,2514.0,Historical
E85113,2024-06-01,2416.0,Historical
E85113,2024-07-01,2612.0,Historical
E85113,2024-08-01,2050.0,Historical
E85113,2024-09-01,2358.0,Historical
E85113,2024-10-01,3027.0,Historical
E85113,2024-11-01,2269.0,Historical
E85113,2024-12-01,2130.0,Historical
E85113,2025-01-01,2269.0,Historical
E85113,2025-02-01,1934.0,Historical
E85113,2025-03-01,2253.0,Historical
E85113,2025-04-01,2157.0,Historical
E85113,2025-05-01,2167.0,Historical
E85113,2025-06-01,2294.0,Historical
E85113,2025-07-01,2444.0,Historical
E85113,2025-08-01,1856.0,Historical
E85113,2025-09-01,2168.0,Historical
E85113,2025-10-01,2677.0,Historical
E85113,2025-11-01,2458.0,Historical
E85113,2025-12-01,2369.0,Historical
E85113,2026-01-01,2359.0,Historical
E85113,2026-02-01,2102.955695527396,Forecast
E85113,2026-03-01,2223.034260319291,Forecast
E85113,2026-04-01,2032.5764278491838,Forecast
E85113,2026-05-01,2105.1238703716454,Forecast
E85113,2026-06-01,2180.235614789156,Forecast
E85113,2026-07-01,2225.7933498143043,Forecast
E85113,2026-08-01,1895.1686321193913,Forecast
E85113,2026-09-01,2161.4330938166354,Forecast
E85113,2026-10-01,2520.186651042672,Forecast
E85113,2026-11-01,2207.6972296392482,Forecast
E85113,2026-12-01,2047.661063607526,Forecast
E85113,2027-01-01,2193.731728581325,Forecast
E85114,2022-10-01,3548.0,Historical
E85114,2022-11-01,3631.0,Historical
E85114,2022-12-01,3173.0,Historical
E85114,2023-01-01,3171.0,Historical
E85114,2023-02-01,2942.0,Historical
E85114,2023-03-01,3196.0,Historical
E85114,2023-04-01,2497.0,Historical
E85114,2023-05-01,2834.0,Historical
E85114,2023-06-01,3289.0,Historical
E85114,2023-07-01,2914.0,Historical
E85114,2023-08-01,2832.0,Historical
E85114,2023-09-01,3012.0,Historical
E85114,2023-10-01,3855.0,Historical
E85114,2023-11-01,3326.0,Historical
E85114,2023-12-01,2632.0,Historical
E85114,2024-01-01,3498.0,Historical
E85114,2024-02-01,3228.0,Historical
E85114,2024-03-01,3348.0,Historical
E85114,2024-04-01,3273.0,Historical
E85114,2024-05-01,3414.0,Historical
E85114,2024-06-01,3386.0,Historical
E85114,2024-07-01,3813.0,Historical
E85114,2024-08-01,3218.0,Historical
E85114,2024-09-01,3415.0,Historical
E85114,2024-10-01,3994.0,Historical
E85114,2024-11-01,3058.0,Historical
E85114,2024-12-01,3126.0,Historical
E85114,2025-01-01,3508.0,Historical
E85114,2025-02-01,3194.0,Historical
E85114,2025-03-01,3311.0,Historical
E85114,2025-04-01,3139.0,Historical
E85114,2025-05-01,2949.0,Historical
E85114,2025-06-01,3432.0,Historical
E85114,2025-07-01,3418.0,Historical
E85114,2025-08-01,3242.0,Historical
E85114,2025-09-01,3815.0,Historical
E85114,2025-10-01,4575.0,Historical
E85114,2025-11-01,3826.0,Historical
E85114,2025-12-01,4117.0,Historical
E85114,2026-01-01,4532.0,Historical
E85114,2026-02-01,4050.1756409771733,Forecast
E85114,2026-03-01,4254.556999546636,Forecast
E85114,2026-04-01,3848.2040807472576,Forecast
E85114,2026-05-01,3961.3656096938716,Forecast
E85114,2026-06-01,4329.758561798954,Forecast
E85114,2026-07-01,4360.842862337222,Forecast
E85114,2026-08-01,3969.419209842922,Forecast
E85114,2026-09-01,4369.170584490348,Forecast
E85114,2026-10-01,5228.869906627729,Forecast
E85114,2026-11-01,4504.796772753491,Forecast
E85114,2026-12-01,4274.589186519455,Forecast
E85114,2027-01-01,4795.019898391576,Forecast
E85115,2022-10-01,2042.0,Historical
E85115,2022-11-01,1965.0,Historical
E85115,2022-12-01,1746.0,Historical
E85115,2023-01-01,1864.0,Historical
E85115,2023-02-01,1786.0,Historical
E85115,2023-03-01,2071.0,Historical
E85115,2023-04-01,1464.0,Historical
E85115,2023-05-01,1542.0,Historical
E85115,2023-06-01,1783.0,Historical
E85115,2023-07-01,1681.0,Historical
E85115,2023-08-01,1588.0,Historical
E85115,2023-09-01,1811.0,Historical
E85115,2023-10-01,1893.0,Historical
E85115,2023-11-01,1848.0,Historical
E85115,2023-12-01,1510.0,Historical
E85115,2024-01-01,1703.0,Historical
E85115,2024-02-01,1816.0,Historical
E85115,2024-03-01,1518.0,Historical
E85115,2024-04-01,1382.0,Historical
E85115,2024-05-01,1419.0,Historical
E85115,2024-06-01,1378.0,Historical
E85115,2024-07-01,1598.0,Historical
E85115,2024-08-01,1359.0,Historical
E85115,2024-09-01,1328.0,Historical
E85115,2024-10-01,1681.0,Historical
E85115,2024-11-01,1319.0,Historical
E85115,2024-12-01,931.0,Historical
E85115,2025-01-01,1255.0,Historical
E85115,2025-02-01,1023.0,Historical
E85115,2025-03-01,1187.0,Historical
E85115,2025-04-01,1252.0,Historical
E85115,2025-05-01,994.0,Historical
E85115,2025-06-01,1158.0,Historical
E85115,2025-07-01,1292.0,Historical
E85115,2025-08-01,1035.0,Historical
E85115,2025-09-01,1171.0,Historical
E85115,2025-10-01,1943.0,Historical
E85115,2025-11-01,1375.0,Historical
E85115,2025-12-01,1268.0,Historical
E85115,2026-01-01,1295.0,Historical
E85115,2026-02-01,1297.4440265172911,Forecast
E85115,2026-03-01,1329.4420721331423,Forecast
E85115,2026-04-01,1110.4119647836571,Forecast
E85115,2026-05-01,1095.263033924296,Forecast
E85115,2026-06-01,1191.7990637327252,Forecast
E85115,2026-07-01,1247.5379347601247,Forecast
E85115,2026-08-01,1098.7229262961052,Forecast
E85115,2026-09-01,1186.6855637284955,Forecast
E85115,2026-10-01,1435.0280972531798,Forecast
E85115,2026-11-01,1258.3178840537462,Forecast
E85115,2026-12-01,1058.4779601845155,Forecast
E85115,2027-01-01,1180.3983339569604,Forecast
E85116,2022-10-01,2743.0,Historical
E85116,2022-11-01,2646.0,Historical
E85116,2022-12-01,2167.0,Historical
E85116,2023-01-01,2536.0,Historical
E85116,2023-02-01,2173.0,Historical
E85116,2023-03-01,2586.0,Historical
E85116,2023-04-01,2082.0,Historical
E85116,2023-05-01,2519.0,Historical
E85116,2023-06-01,2360.0,Historical
E85116,2023-07-01,2252.0,Historical
E85116,2023-08-01,2099.0,Historical
E85116,2023-09-01,2544.0,Historical
E85116,2023-10-01,2838.0,Historical
E85116,2023-11-01,3023.0,Historical
E85116,2023-12-01,2180.0,Historical
E85116,2024-01-01,3114.0,Historical
E85116,2024-02-01,2797.0,Historical
E85116,2024-03-01,2564.0,Historical
E85116,2024-04-01,2852.0,Historical
E85116,2024-05-01,2724.0,Historical
E85116,2024-06-01,2613.0,Historical
E85116,2024-07-01,3014.0,Historical
E85116,2024-08-01,2616.0,Historical
E85116,2024-09-01,2644.0,Historical
E85116,2024-10-01,3606.0,Historical
E85116,2024-11-01,2878.0,Historical
E85116,2024-12-01,2381.0,Historical
E85116,2025-01-01,2630.0,Historical
E85116,2025-02-01,2199.0,Historical
E85116,2025-03-01,2287.0,Historical
E85116,2025-04-01,2028.0,Historical
E85116,2025-05-01,2022.0,Historical
E85116,2025-06-01,2070.0,Historical
E85116,2025-07-01,2188.0,Historical
E85116,2025-08-01,1900.0,Historical
E85116,2025-09-01,1947.0,Historical
E85116,2025-10-01,2641.0,Historical
E85116,2025-11-01,2096.0,Historical
E85116,2025-12-01,2451.0,Historical
E85116,2026-01-01,2800.0,Historical
E85116,2026-02-01,2457.822350971356,Forecast
E85116,2026-03-01,2655.1598393474574,Forecast
E85116,2026-04-01,2633.6757437982424,Forecast
E85116,2026-05-01,2855.8337689195528,Forecast
E85116,2026-06-01,2872.8803151107013,Forecast
E85116,2026-07-01,3181.2722581665057,Forecast
E85116,2026-08-01,2932.054411307002,Forecast
E85116,2026-09-01,3261.9743335705693,Forecast
E85116,2026-10-01,4288.313012312922,Forecast
E85116,2026-11-01,3963.1648506182714,Forecast
E85116,2026-12-01,3461.6298825663775,Forecast
E85116,2027-01-01,4315.385778378691,Forecast
E85118,2022-10-01,394.0,Historical
E85118,2022-11-01,503.0,Historical
E85118,2022-12-01,1129.0,Historical
E85118,2023-01-01,1628.0,Historical
E85118,2023-02-01,1393.0,Historical
E85118,2023-03-01,2758.0,Historical
E85118,2023-04-01,2082.0,Historical
E85118,2023-05-01,2353.0,Historical
E85118,2023-06-01,2403.0,Historical
E85118,2023-07-01,2449.0,Historical
E85118,2023-08-01,2489.0,Historical
E85118,2023-09-01,2379.0,Historical
E85118,2023-10-01,2700.0,Historical
E85118,2023-11-01,2482.0,Historical
E85118,2023-12-01,2129.0,Historical
E85118,2024-01-01,2450.0,Historical
E85118,2024-02-01,2323.0,Historical
E85118,2024-03-01,2177.0,Historical
E85118,2024-04-01,2356.0,Historical
E85118,2024-05-01,2463.0,Historical
E85118,2024-06-01,2280.0,Historical
E85118,2024-07-01,2498.0,Historical
E85118,2024-08-01,2261.0,Historical
E85118,2024-09-01,2275.0,Historical
E85118,2024-10-01,2818.0,Historical
E85118,2024-11-01,2408.0,Historical
E85118,2024-12-01,2131.0,Historical
E85118,2025-01-01,2476.0,Historical
E85118,2025-02-01,2200.0,Historical
E85118,2025-03-01,2470.0,Historical
E85118,2025-04-01,2345.0,Historical
E85118,2025-05-01,2289.0,Historical
E85118,2025-06-01,2327.0,Historical
