GP_CODE,Month,Total_Appointments,Type,GP_Appointments,Staff_Appointments,GP_FTE_Required,Staff_FTE_Required,Total_FTE_Required
E83010,2026-06-01,5203.589544394832,Forecast,4194.703502799575,1008.8860415952569,7.989911433903953,1.6014064152305665,9.59131784913452
E83010,2026-07-01,5460.670020239249,Forecast,4401.940519348575,1058.7295008906735,8.384648608283001,1.6805230172867833,10.065171625569784
E83010,2026-08-01,4724.560232148681,Forecast,3808.549691689116,916.0105404595648,7.254380365122126,1.4539849848564521,8.708365349978578
E83010,2026-09-01,5319.977799432653,Forecast,4288.526087560852,1031.451711871801,8.168621119163527,1.6372249394790492,9.805846058642576
E83010,2026-10-01,5879.975756705794,Forecast,4739.950123390995,1140.0256333147988,9.028476425506657,1.8095644973250775,10.838040922831734
E83010,2026-11-01,5078.034205963694,Forecast,4093.491173614312,984.5430323493815,7.797126044979643,1.5627667180148912,9.359892762994534
E83010,2026-12-01,4818.104495377245,Forecast,3883.957339675944,934.147155701301,7.398013980335131,1.4827732630179382,8.880787243353069
E83010,2027-01-01,5433.840120605407,Forecast,4380.312473359616,1053.5276472457904,8.343452330208793,1.6722661067393498,10.015718436948143
E83011,2026-02-01,3786.389952179613,Forecast,1912.7215657704119,1873.6683864092008,3.6432791728960225,2.9740768038241283,6.617355976720151
E83011,2026-03-01,4071.1604780210087,Forecast,2056.575403582091,2014.5850744389172,3.917286483013507,3.19775408641098,7.115040569424487
E83011,2026-04-01,3514.4538595570625,Forecast,1775.3511323392017,1739.1027272178605,3.381621204455622,2.7604805193934294,6.142101723849052
E83011,2026-05-01,3697.3455121553857,Forecast,1867.7401394257092,1829.6053727296762,3.5576002655727796,2.9041355122693275,6.461735777842107
E83011,2026-06-01,3958.585742600029,Forecast,1999.707482707577,1958.878259892452,3.808966633728718,3.1093305712578605,6.918297204986578
E83011,2026-07-01,4024.0844121837417,Forecast,2032.794597195064,1991.2898149886776,3.871989708942979,3.160777484109012,7.032767193051991
E83011,2026-08-01,3975.4135400280884,Forecast,2008.208163158236,1967.2053768698522,3.8251584060156874,3.1225482172537338,6.947706623269421
E83011,2026-09-01,4529.8798751055965,Forecast,2288.3007394619362,2241.57913564366,4.358668075165593,3.5580621200693012,7.916730195234894
E83011,2026-10-01,5216.536255221297,Forecast,2635.17004851583,2581.3662067054674,5.019371520982533,4.097406677310266,9.1167781982928
E83011,2026-11-01,4270.3999630888875,Forecast,2157.2226334383167,2113.1773296505708,4.10899549226346,3.3542497296040805,7.463245221867541
E83011,2026-12-01,3771.980286856525,Forecast,1905.4424217923493,1866.5378650641753,3.629414136747332,2.9627585159748815,6.592172652722214
E83011,2027-01-01,4478.259024712587,Forecast,2262.2241031309954,2216.034921581592,4.308998291678087,3.517515748542209,7.826514040220296
E83012,2026-02-01,3099.0127792233657,Forecast,2170.5930454048134,928.4197338185521,4.134462943628216,1.473682117172305,5.6081450608005206
E83012,2026-03-01,3408.2641762177677,Forecast,2387.1971640125444,1021.0670122052231,4.5470422171667515,1.62074128921464,6.167783506381392
E83012,2026-04-01,2980.8598789341486,Forecast,2087.837057632974,893.0228213011744,3.9768324907294743,1.417496541747896,5.39432903247737
E83012,2026-05-01,3142.565996433294,Forecast,2201.0983440646555,941.4676523686385,4.192568274408868,1.494393098997839,5.686961373406707
E83012,2026-06-01,3307.6535402992536,Forecast,2316.7280300733128,990.9255102259408,4.412815295377738,1.5728976352792712,5.98571293065701
E83012,2026-07-01,3429.390492624037,Forecast,2401.9943393497697,1027.3961532742671,4.57522731304718,1.630787544879789,6.206014857926969
E83012,2026-08-01,2940.592900525022,Forecast,2059.633487812194,880.9594127128279,3.92311140535656,1.3983482741473459,5.3214596795039055
E83012,2026-09-01,3408.658442959265,Forecast,2387.4733140990706,1021.1851288601941,4.5475682173315635,1.6209287759685622,6.168496993300126
E83012,2026-10-01,3941.069826032537,Forecast,2760.381891030727,1180.68793500181,5.257870268629956,1.8741078333362065,7.131978101966163
E83012,2026-11-01,3471.434415442344,Forecast,2431.4425065476553,1039.9919088946885,4.631319060090772,1.6507808077693469,6.2820998678601185
E83012,2026-12-01,3165.7354501150003,Forecast,2217.326562084442,948.4088880305585,4.223479165875127,1.5054109333818388,5.728890099256966
E83012,2027-01-01,3515.7484109503166,Forecast,2462.4806652505085,1053.2677456998078,4.690439362381921,1.6718535646028696,6.362292926984791
