SUB_ICB_CODE,SUB_ICB_NAME,ICB_CODE,REGION_CODE,REGION_NAME,Month,Forecast_Appointments,GP_Appointments,Required_GP_FTE
42D,NHS Humber and North Yorkshire ICB - 42D,E54000051,E40000012,North East and Yorkshire,2026-09,305717.08546335204,141447.89666691693,269.4245650798418
42D,NHS Humber and North Yorkshire ICB - 42D,E54000051,E40000012,North East and Yorkshire,2026-10,380784.34108605154,176179.69911196377,335.5803792608834
42D,NHS Humber and North Yorkshire ICB - 42D,E54000051,E40000012,North East and Yorkshire,2026-11,306537.9281480677,141827.6807116048,270.1479632601996
42D,NHS Humber and North Yorkshire ICB - 42D,E54000051,E40000012,North East and Yorkshire,2026-12,278407.9440454679,128812.61785191543,245.35736733698178
42D,NHS Humber and North Yorkshire ICB - 42D,E54000051,E40000012,North East and Yorkshire,2027-01,319762.02462034463,147946.15010787346,281.8021906816637
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-02,511820.2622620516,236806.84858928336,451.06066397958733
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-03,512405.2665303726,237077.5159063218,451.57622077394626
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-04,498138.6237695516,230476.6855734082,439.0032106160156
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-05,501086.16023747,231840.43936264832,441.6008368812349
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-06,491635.02771559294,227467.6290752754,433.27167442909604
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-07,543670.4623941142,251543.16537142367,479.1298388027118
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-08,475131.4543704319,219831.82509780666,418.72728590058415
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-09,543435.4969500742,251434.45254695558,478.9227667561059
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-10,646683.2305258041,299204.68013426487,569.9136764462188
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-11,538383.6442371747,249097.0825585309,474.47063344482075
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2026-12,498706.1591176616,230739.27044383707,439.5033722739754
52R,NHS Nottingham and Nottinghamshire ICB - 52R,E54000060,E40000011,Midlands,2027-01,570843.2840991194,264115.372354402,503.0768997226704
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-02,480797.70731987245,222453.463206342,423.72088229779433
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-03,487706.70010679134,225650.08696165294,429.8096894507675
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-04,475807.6438331907,220144.68159750346,419.3232030428637
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-05,478522.03063596674,221400.56267922706,421.715357484242
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-06,472657.46887843683,218687.17188453663,416.5469940657841
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-07,504251.10988486157,233304.78496833055,444.3900666063439
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-08,455936.64141984313,210950.84968663307,401.81114226025346
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-09,500631.3165063005,231629.99417608458,441.1999889068278
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-10,619365.6427682933,286565.49340233125,545.8390350520596
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-11,507822.144926184,234957.0164579555,447.5371742056295
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2026-12,454297.26546010206,210192.35010523014,400.3663811528193
70F,NHS Sussex ICB - 70F,E54000053,E40000005,South East,2027-01,539609.3063508383,249664.16675580203,475.5507938205753
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-02,430484.71709975513,199174.8602755553,379.3806862391529
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-03,440102.7816083409,203624.905953193,387.8569637203676
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-04,435054.4059419515,201289.1447100392,383.40789468578896
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-05,425347.9518654468,196798.20331847543,374.85372060661985
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-06,417739.1855955048,193277.81130805737,368.1482120153474
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-07,468581.4847976158,216801.31269480192,412.95488132343223
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-08,403346.3368593663,186618.5885247238,355.46397814233103
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-09,449436.3882587373,207943.33986412067,396.08255212213464
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-10,561337.8307239357,259717.429122844,494.69986499589334
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-11,458696.2124952121,212227.63643776346,404.24311702431135
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2026-12,411493.88264585496,190388.26077823734,362.6443062442616
71E,NHS Lincolnshire ICB - 71E,E54000013,E40000011,Midlands,2027-01,473833.91789343604,219231.4863720809,417.5837835658684
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-02,737903.430290388,341410.0589101368,650.3048741145464
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-03,746371.4265791161,345327.9958556905,657.7676111536962
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-04,720718.3988568933,333458.96076742583,635.1599252712873
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-05,726219.5110449565,336004.19224230706,640.007985223442
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-06,711850.2498605236,329355.88284829626,627.3445387586595
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-07,753479.1391412852,348616.56244171585,664.0315475080301
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-08,683488.3083911208,316233.4989286767,602.3495217689081
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-09,760523.8000306827,351875.9565446876,670.2399172279764
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-10,881067.827696689,407648.7608132904,776.4738301205532
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-11,765322.1220032595,354096.02399536007,674.4686171340192
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2026-12,691273.3595662306,319835.453698377,609.2103879969086
72Q,NHS South East London ICB - 72Q,E54000030,E40000003,London,2027-01,796092.5144815485,368332.7399089404,701.5861712551246
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-02,401681.7404403417,185848.42004718044,353.99699056605795
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-03,411042.0603862548,190179.21355344495,362.24612105418083
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-04,401018.13978563977,185541.38808430496,353.4121677796285
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-05,402856.91496437584,186392.14485859958,355.032656873523
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-06,398866.6450040001,184545.94351799446,351.516082891418
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-07,441018.29649133456,204048.4925328257,388.6637953006204
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-08,385693.4545478253,178451.02710338015,339.9067182921527
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-09,429002.44584311504,198489.0492381257,378.0743795011918
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-10,521930.7276122744,241484.71621956403,459.9708880372648
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-11,430943.6900864702,199387.21596872626,379.7851732737643
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2026-12,394359.47608027625,182460.58553671913,347.5439724508936
78H,NHS Northamptonshire ICB - 78H,E54000059,E40000011,Midlands,2027-01,454201.79216842895,210148.1769237589,400.2822417595408
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-02,321823.2956912749,148899.85034677753,283.6187625652905
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-03,322530.23834598763,149226.93560412154,284.24178210308867
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-04,318267.9026839168,147254.85604770895,280.4854400908742
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-05,313809.6475032541,145192.1292715677,276.55643670774805
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-06,311517.3655578473,144131.54589182654,274.5362778891934
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-07,337346.8088079868,156082.20417535806,297.2994365244915
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-08,290556.6217485492,134433.51701030126,256.0638419243834
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-09,322518.868994962,149221.67528055602,284.23176243915435
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-10,385387.6529189732,178309.54009053332,339.63721922006346
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-11,327927.81691469345,151724.26457898313,288.9985991980631
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2026-12,295967.5783262868,136937.0356661755,260.8324488879533
84H,NHS North East and North Cumbria ICB - 84H,E54000050,E40000012,North East and Yorkshire,2027-01,344393.96591373335,159342.75321722266,303.5100061280432
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-02,828617.2327296658,383381.1398991064,730.2497902840122
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-03,836434.6904116676,386998.08837526327,737.1392159528824
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-04,814016.0390623383,376625.52095834765,717.381944682567
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-05,802648.1261993698,371365.8627958913,707.3635481826501
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-06,793577.7145450651,367169.20283997175,699.3699101713747
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-07,850184.9458876535,393359.9988087713,749.2571405881358
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-08,746734.2579743448,345495.8691612404,658.0873698309341
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-09,844906.9001852485,390917.9747982861,744.6056662824498
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-10,1004979.6568762137,464979.7653367361,885.675743498545
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-11,842545.4901329129,389825.40751646494,742.5245857456475
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2026-12,755891.360029386,349732.63866755296,666.1574069858152
91Q,NHS Kent and Medway ICB - 91Q,E54000032,E40000005,South East,2027-01,880446.7067507115,407361.38318357395,775.9264441591885
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-02,505183.6955170803,233736.26977049396,445.2119424199885
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-03,500527.6858986603,231582.0468019337,441.1086605751118
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-04,487587.1064790513,225594.75388442908,429.7042931131983
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-05,488496.8319195204,226015.66182911824,430.5060225316538
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-06,485797.70164233714,224766.83957255734,428.1273134715378
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-07,511092.7790506158,236470.2597134535,450.41954231134
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-08,455478.27064474585,210738.7726222033,401.4071859470539
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-09,514501.00124854856,238047.16164073843,453.42316502997795
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-10,617266.4679061178,285594.2559965423,543.9890590410329
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-11,520879.1717899713,240998.18678969197,459.044165313699
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2026-12,474069.08830467623,219340.29402991198,417.7910362474514
92A,NHS Surrey Heartlands ICB - 92A,E54000052,E40000005,South East,2027-01,549585.2410865431,254279.79032657243,484.34245776489985
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-02,494866.17625671317,228962.60330698098,436.1192443942495
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-03,499331.370882731,231028.54079654388,440.05436342198834
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-04,489823.6367240177,226629.54230164486,431.67531866979976
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-05,487923.41324337083,225750.35488519017,430.0006759717908
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-06,480174.3318149942,222165.0424467856,423.17150942244876
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-07,523979.6140152902,242432.68637235017,461.7765454711432
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-08,447710.50781053776,207144.81674943643,394.5615557132123
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-09,509301.0773611967,235641.28270342218,448.84053848270895
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-10,629481.7058991258,291245.95099022595,554.7541923623352
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-11,517439.25298516307,239406.6196095076,456.01260878001443
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2026-12,460902.9147065819,213248.62414571384,406.1878555156454
92G,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,E54000040,E40000006,South West,2027-01,541548.1432061137,250561.21964620022,477.25946599276233
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-02,700063.2971881616,323902.34510737745,616.9568478235761
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-03,708876.0797346947,327979.80631011236,624.7234405906902
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-04,681052.2759992504,315106.4056963168,600.2026775167939
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-05,693643.4608304836,320932.042193613,611.2991279878344
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-06,690967.8833627012,319694.11725195125,608.9411757180023
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-07,748432.7477109814,346281.7192565776,659.5842271553859
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-08,648568.9339552002,300077.1494744112,571.5755228084023
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-09,733918.1565204731,339566.1691859432,646.7927032113204
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-10,841360.979176399,389277.362963692,741.4806913594133
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-11,745796.6961360982,345062.081988979,657.2611085504362
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2026-12,671279.6827594135,310584.8633145386,591.5902158372164
93C,NHS North Central London ICB - 93C,E54000028,E40000003,London,2027-01,776629.8333765763,359327.82838551403,684.4339588295505
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-02,280157.64575690625,129622.1624885927,246.89935712112896
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-03,287538.75253559294,133037.221962082,253.40423230872761
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-04,274824.0828907552,127154.45203003452,242.1989562476848
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-05,279135.64875760535,129149.30921075931,245.9986842109701
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-06,275387.2764077023,127415.02804026264,242.69529150526216
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-07,290357.82261201297,134341.53746104045,255.8886427829342
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-08,263802.6312418291,122055.09308647424,232.48589159328426
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-09,292428.5212364015,135299.59960076978,257.7135230490853
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-10,353391.8862302683,163505.87318554695,311.4397584486609
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-11,297969.02431699313,137863.05628830977,262.5962976920186
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2026-12,263996.4001478224,122144.7452698014,232.65665765676457
97R,NHS Sussex ICB - 97R,E54000053,E40000005,South East,2027-01,306996.94004476466,142040.05440748273,270.5524845856814
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-02,107085.47204320274,49545.85629762168,94.37305961451749
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-03,109687.39890374383,50749.70488575958,96.66610454430396
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-04,108880.3828374665,50376.31808279982,95.95489158628537
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-05,105489.45805167798,48807.41924949271,92.96651285617659
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-06,104871.2299461597,48521.38006704598,92.42167631818282
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-07,114618.25714998438,53031.09366269484,101.0116069765616
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-08,99005.54408297,45807.469175871694,87.25232223975561
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-09,112385.23180919996,51997.92687982053,99.0436702472772
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-10,139000.8592274687,64312.3335511995,122.49968295466572
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-11,110588.10628061037,51166.440390669464,97.45988645841803
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2026-12,101840.35320009329,47119.06674805696,89.75060332963231
99C,NHS North East and North Cumbria ICB - 99C,E54000050,E40000012,North East and Yorkshire,2027-01,120285.46854786151,55653.17522212601,106.00604804214478
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-02,990806.7833104202,458422.31974101736,873.1853709352712
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-03,993301.5169467155,459576.5726185212,875.3839478448024
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-04,963857.59410333,445953.58210260805,849.4353944811581
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-05,983931.0151147224,455241.0681999833,867.1258441904444
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-06,984797.2349499947,455641.84715404373,867.889232674369
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-07,1070778.4191946716,495423.26024028787,943.6633528386435
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-08,926637.2823906223,428732.6446562427,816.6336088690337
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-09,1044277.7523686782,483162.0430527491,920.3086534338079
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-10,1183683.2847874095,547661.609095894,1043.1649697064647
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-11,1043682.24512704,482886.5162641433,919.78384050313
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2026-12,940450.2638802299,435123.576898197,828.8068131394228
A3A8R,NHS North East London ICB - A3A8R,E54000029,E40000003,London,2027-01,1081060.6939753515,500180.6199360148,952.724990354314
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-02,452086.80563372123,209169.62383975365,398.4183311233403
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-03,449884.79509142175,208150.80685353724,396.47772734007094
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-04,446665.30373068573,206661.22611707557,393.64043069919154
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-05,444520.5619654335,205668.90600801515,391.7502971581241
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-06,444260.5944509859,205548.62533065423,391.5211911060081
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-07,471359.3111932958,218086.5457408362,415.40294426825943
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-08,420260.7791890979,194444.4916377548,370.3704602623901
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-09,473274.73552437953,218972.7662229064,417.09098328172644
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-10,565991.4019669595,261870.52391412045,498.800997931658
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-11,478352.526729153,221322.1373237737,421.56597585480705
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2026-12,432463.02874866733,200090.17719762452,381.12414704309435
B2M3M,NHS Coventry and Warwickshire ICB - B2M3M,E54000018,E40000011,Midlands,2027-01,494119.931240713,228617.33379824084,435.4615881871254
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-02,623049.4991254539,288269.92458436236,549.0855706368807
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-03,624528.1069134325,288954.04062350333,550.388648806673
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-04,618166.288150578,286010.5810467576,544.7820591366811
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-05,612756.142750225,283507.43770302756,540.0141670533858
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-06,620977.4929620082,287311.25747795554,547.2595380532487
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-07,660734.9009666488,305706.0479773534,582.2972342425779
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-08,586430.2787346795,271327.0975454129,516.8135191341198
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-09,658172.9029854987,304520.67351537547,580.0393781245247
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-10,790633.4238396112,365806.950786472,696.7751443551848
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-11,664975.748854348,307668.1856605981,586.0346393535202
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2026-12,604715.3556574284,279787.1601133771,532.9279240254801
D2P2L,NHS Black Country ICB - D2P2L,E54000062,E40000011,Midlands,2027-01,695170.4691511552,321638.55198787106,612.6448609292783
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-02,360740.0619228148,166905.69624245708,317.9156118903944
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-03,347064.0200598566,160578.12265162473,305.86309076499947
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-04,349803.33275673183,161845.5363413069,308.2772120786798
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-05,348514.1440437322,161249.05992395472,307.1410665218185
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-06,324866.5778543346,150307.90335198105,286.30076828948773
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-07,362694.08609758306,167809.77593803042,319.63766845339126
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-08,316239.0570259074,146316.15826262347,278.697444309759
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-09,346446.75661193073,160292.52979289996,305.3191043674285
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-10,436577.14776449755,201993.6804988697,384.7498676168947
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-11,359414.19405688177,166292.24926872895,316.7471414642456
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2026-12,323770.8634639771,149800.94282136878,285.33512918355956
D4U1Y,NHS Frimley ICB - D4U1Y,E54000034,E40000005,South East,2027-01,376932.80279847403,174397.6855588637,332.186067731169
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-02,804826.8900117953,372373.9240827981,709.2836649196155
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-03,824369.6397310356,381415.88141627493,726.5064407929046
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-04,801358.6424368755,370769.24986627855,706.2271426024354
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-05,791480.9961446123,366199.1019795721,697.5220990087088
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-06,787053.0176302561,364150.3834841936,693.6197780651306
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-07,848030.3979403137,392363.1416165822,747.358364983966
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-08,753216.6897407718,348495.1334557373,663.8002542014044
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-09,838636.9526466421,388017.0218135891,739.0800415496935
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-10,1000925.3541991279,463103.93760778964,882.1027383005517
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-11,855165.2766284274,395664.27731162426,753.646242498332
