GP_CODE,GP_NAME,SUB_ICB_LOCATION_CODE,SUB_ICB_LOCATION_NAME,ICB_CODE,ICB_NAME
F83008,THE GOODINGE GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83010,ISLINGTON CENTRAL MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83011,PRIMROSE HILL SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83012,ELIZABETH AVENUE GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83015,ST JOHNS WAY MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83017,HAMPSTEAD GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83018,PRINCE OF WALES GROUP SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83019,ABBEY MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83020,ADELAIDE MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83021,RITCHIE STREET GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83022,CAVERSHAM GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83023,JAMES WIGG PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83032,ST PETER'S STREET MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83033,BARNSBURY MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83034,NEW NORTH HEALTH CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83039,THE RISE GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83042,GRAY'S INN MEDICAL GROUP CHANCERY LANE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83043,RIDGMOUNT PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83044,THE BLOOMSBURY SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83045,THE MILLER PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83048,BRUNSWICK MEDICAL CENTRE UHPC,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83050,GRAY'S INN MEDICAL GROUP WEST HAMPSTEAD,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83052,BROOKFIELD PARK SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83053,MILDMAY MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83055,WEST HAMPSTEAD MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83056,THE MITCHISON ROAD SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83057,PARLIAMENT HILL SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83058,HOLBORN MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83059,BRONDESBURY MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83060,THE NORTHERN MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83061,MUSEUM PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83063,KILLICK STREET HEALTH CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83064,CITY ROAD MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83615,CHOLMLEY GARDENS SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83623,KEATS GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83624,CLERKENWELL MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83632,QUEENS CRESCENT PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83633,GRAY'S INN MEDICAL GROUP HAMPSTEAD,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83635,KINGS CROSS SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83652,AMWELL GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83658,BELSIZE PRIORY MEDICAL PRACTICE (GROUP),93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83660,HIGHBURY GRANGE MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83664,THE VILLAGE PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83665,SWISS COTTAGE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83666,ANDOVER MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83671,THE BEAUMONT PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83672,ST PHILIPS MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83673,THE MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83674,THE JUNCTION MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83678,DR SEGARAJASINGHE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83680,SOBELL MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83681,PARTNERSHIP PRIMARY CARE CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83683,SOMERS TOWN MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F83686,STROUD GREEN MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F84003,LOWER CLAPTON GENERAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84004,MARKET STREET HEALTH GROUP,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84006,SHREWSBURY ROAD SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84008,BARTON HOUSE GROUP PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84009,STRATFORD VILLAGE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84010,ASPIRE MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84012,ALBION HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84013,STAMFORD HILL GROUP PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84014,UPTON LANE MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84015,KINGSMEAD HEALTHCARE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84016,THE MISSION PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84017,STAR LANE MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84018,THE NIGHTINGALE PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84021,LONDON FIELDS MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84022,STRATFORD HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84025,GOUGH WALK PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84030,RUSTON STREET CLINIC,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84031,THE JUBILEE STREET PRACTICE LTD,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84033,SOMERFORD GROVE PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84034,ST. STEPHENS HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84035,RICHMOND ROAD MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84036,THE CEDAR PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84038,BEECHWOOD MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84039,GOODMAN'S FIELD HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84044,HARLEY GROVE MEDICAL CTR.,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84047,CUSTOM HOUSE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84050,BOLEYN MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84051,STROUTS PLACE MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84052,ESSEX LODGE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84053,GREENGATE MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84054,THE LIMEHOUSE PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84055,THE GROVE ROAD SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84060,ATHENA MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84062,THE CHRISP STREET HTH CTR,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84063,DALSTON PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84069,WELL STREET SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84070,LATHOM ROAD MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84072,DE BEAUVOIR SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84074,WORDSWORTH HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84077,NEWHAM VICARAGE PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84079,THE WAPPING GROUP PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84080,FOUNTAYNE ROAD MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84081,THE SPITALFIELDS PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84083,BETHNAL GREEN HEALTH CTR.,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84086,THE FOREST PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84087,HARFORD HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84088,PLASHET ROAD MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84092,GLEN ROAD MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84093,TOLLGATE MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84096,THE LAWSON PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84097,CLAREMONT CLINIC,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84105,THE LEA SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84111,ABBEY ROAD MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84114,CITY SQUARE MEDICAL GROUP,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84115,THE STATHAM GROVE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84117,QUEENSBRIDGE GROUP PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84118,WELLINGTON WAY HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84119,THE HERON PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84121,E12 HEALTH,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84122,XX PLACE HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84123,SUTTONS WHARF HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84124,THE PROJECT SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84601,ELSDALE STREET SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84619,THE RIVERSIDE PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84620,THE WICK HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84621,SANDRINGHAM PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84632,THE GREENHOUSE WALK-IN,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84635,SHOREDITCH PARK SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84636,THE SURGERY (BARRETTS GROVE),A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84640,THE NEAMAN PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84641,BIRCHDALE ROAD MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84642,LUCAS AVENUE PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84647,ROSERTON STREET SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84656,DOCKLANDS MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84658,SANGAM PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84660,DR CM PATEL'S SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84666,THE RUIZ MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84668,THE CLAPTON SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84669,CENTRAL PARK SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84670,WESTBURY ROAD MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84672,FIRST 4 HEALTH GROUP - E7 HEALTH,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84677,EAST END MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84681,BALAAM STREET PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84686,THE SURGERY (CRANWICH ROAD),A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84692,THE HOXTON SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84694,THE SURGERY (BROOKE ROAD),A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84696,TREDEGAR PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84698,ABERFELDY PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84710,ISLAND HEALTH,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84716,THE ALLERTON ROAD SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84717,ROYAL DOCKS MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84718,THE BLITHEHALE MED.CTR.,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84719,LATIMER HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84720,HEALY MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84724,WOODGRANGE MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84729,THE MANOR PARK PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84730,THE VICARAGE LANE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84731,ST. KATHERINE'S DOCK PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84733,HEALTH E1,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84735,THE AZAD PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84739,E12 MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84740,NEWHAM TRANSITIONAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84741,PLASHET HARMONY PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84747,THE BARKANTINE PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F84749,CARPENTERS PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F85002,MEDICUS HEALTH PARTNERS,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85004,EAGLE HOUSE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85007,LAWRENCE HOUSE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85008,STAUNTON GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85010,KEATS SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85013,TYNEMOUTH MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85014,HIGHGATE GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85016,COCKFOSTERS MEDICAL CTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85017,CHARLTON HOUSE MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85019,MORRIS HOUSE GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85020,THE WOODBERRY PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85025,WHITE LODGE MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85028,BRUCE GROVE PRIMARY HEALTH CARE CTR,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85029,ABERNETHY HOUSE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85030,SOMERSET GARDENS FAMILY HEALTH CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85031,WESTBURY MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85032,SOUTHGATE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85033,WINCHMORE HILL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85034,ARCADIAN GARDENS SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85035,HIGHLANDS PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85039,RAINBOW PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85044,BOUNCES ROAD SURGERY LTD,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85046,HORNSEY PARK SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85058,NIGHTINGALE HOUSE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85060,HAVERGAL SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85061,CHRISTCHURCH HALL SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85063,THE MUSWELL HILL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85064,HIGH ROAD SURGERY (STUART CRESCENT HC),93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85065,STUART CRESCENT MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85066,BOUNDS GREEN GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85067,THE 157 MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85069,CROUCH HALL ROAD SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85071,FERNLEA SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85072,GROVELANDS MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85615,TOTTENHAM HEALTH CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85623,GROVE ROAD SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85625,BINCOTE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85628,"WELBOURNE GP SURGERY, WELBOURNE H C",93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85634,EAST ENFIELD MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85640,CHESHIRE ROAD SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85642,THE NORTH LONDON HEALTH CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85650,MORECAMBE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85663,LATYMER ROAD SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85666,DR ME SILVER'S PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85669,WEST GREEN SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85675,THE ALEXANDRA SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85676,BOUNDARY HOUSE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85678,THE TOWN SURGERY LTD,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85682,CHALFONT SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85687,OAKWOOD MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85688,RUTLAND HOUSE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85697,THE OLD SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85700,ARNOS GROVE MEDICAL CENTR,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85701,GILLAN HOUSE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F85705,JS MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
F86001,THE FIRS,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F86004,HANDSWORTH MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F86005,THE PENRHYN SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F86006,SEYMOUR MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F86007,THE FOREST EDGE PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F86008,GANTS HILL MED CTR & THE REDBRIDGE SURG,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F86009,THE PALMS MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F86010,FULLWELL CROSS MED. CTR.,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F86011,THE MANOR PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
F86012,RYDAL,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
